sample_id,method,Tumor,Macrophage_Microglia,T_cell,NK_cell,B_cell,Endothelial,Oligodendrocyte,Astrocyte
TCGA-DB-A75K-01A,nnls,0.9780993619829854,0.003937526600664064,0.0,0.0,0.0,0.0,0.001522062872093054,0.01644104854425747
TCGA-DB-A75L-01A,nnls,0.9074906023923963,0.030586164897761694,0.0,0.0,0.0,0.011151659231682723,0.02006199705630282,0.030709576421856347
TCGA-DB-A75M-01A,nnls,0.978609888980081,0.0,0.0,0.0,0.0,0.0,0.0,0.02139011101991895
TCGA-DB-A75O-01A,nnls,0.9882537115557726,0.0,0.0,0.0,0.0,0.0,0.0,0.011746288444227412
TCGA-DB-A75P-01A,nnls,0.9609395816391291,0.0,0.0,0.0,0.0,0.0,0.0,0.03906041836087083
TCGA-DH-5140-01A,nnls,0.987725547725256,0.003524745294850547,0.0,0.0,0.0,0.0,0.0011293440751543042,0.0076203629047391875
TCGA-DH-5142-01A,nnls,0.916609185136389,0.07474100653249811,0.0,0.0,0.0,0.0,0.0,0.008649808331112988
TCGA-DH-5143-01A,nnls,0.9734265076622448,0.0014694597301413666,0.0,0.0,0.0,0.0,0.0,0.025104032607613846
TCGA-DH-5144-01A,nnls,0.9724733671794435,0.0005480433050234437,0.0,0.0,0.0,0.0,0.0006500627456710708,0.026328526769861933
TCGA-DH-A669-01A,nnls,0.9774059637626763,0.0,0.0,0.0,0.0,0.0,0.0,0.022594036237323673
TCGA-DH-A669-02A,nnls,0.9142885727632168,0.025380389127199393,0.0,0.0,0.014059732008206906,0.03746196058255663,0.0,0.008809345518820224
TCGA-DH-A66B-01A,nnls,0.9567899965257505,0.035498144409970074,0.0,0.0,0.0,0.0,0.0,0.007711859064279477
TCGA-DH-A66D-01A,nnls,0.966740020342112,0.013010415795415044,0.0,0.0,0.0,0.0,0.0,0.02024956386247289
TCGA-DH-A66F-01A,nnls,0.9725986508577297,0.0,0.0,0.0,0.0,0.0,0.0,0.027401349142270336
TCGA-DH-A66G-01A,nnls,0.9732354887428508,0.003152353207447643,0.0,0.0,0.0,0.0,0.0,0.02361215804970163
TCGA-DH-A7UR-01A,nnls,0.7555918196948623,0.002088224531879181,0.0,0.0,0.07565781542410166,0.12379319564659581,0.00536071557658954,0.03750822912597143
TCGA-DH-A7US-01A,nnls,0.8822409254669721,0.0,0.0,0.0,0.0,0.0,0.07461382484888991,0.04314524968413794
TCGA-DH-A7UT-01A,nnls,0.9010471788441993,0.008855784284298882,0.0,0.0,0.0,0.0,0.05586252897092773,0.03423450790057422
TCGA-DH-A7UU-01A,nnls,0.90223647979031,0.03287740846322017,0.0,0.0,0.0,0.017936473101607543,0.03332389518189064,0.013625743462971747
TCGA-DH-A7UV-01A,nnls,0.9305410328887106,0.02783912108467251,0.0,0.0,0.0,0.0,0.01856134711468501,0.023058498911931926
TCGA-DU-5847-01A,nnls,0.9436371080261811,0.019002744939154822,0.0,0.0,0.0,0.0,0.0,0.03736014703466409
TCGA-DU-5849-01A,nnls,0.9028314975715361,0.0006975005179741787,0.0,0.0,0.0,0.0,0.050912350263281565,0.04555865164720813
TCGA-DU-5851-01A,nnls,0.8510171164581124,0.006490992849520222,0.0,0.0,0.0,0.0,0.07946171949512873,0.06303017119723876
TCGA-DU-5852-01A,nnls,0.9671997411862857,0.014903527108674961,0.0,0.0,0.0,0.0,0.0,0.017896731705039394
TCGA-DU-5853-01A,nnls,0.9012568323998728,0.03974222367840858,0.0,0.0,0.0,0.0,0.01905656941267736,0.03994437450904131
TCGA-DU-5854-01A,nnls,0.8898137903578873,0.008240584373971498,0.0,0.0,0.0,0.0,0.06874520366665099,0.03320042160149015
TCGA-DU-5855-01A,nnls,0.9658573130941523,0.01359194192632893,0.0,0.0,0.0,0.0,0.0,0.020550744979518674
TCGA-DU-5870-02A,nnls,0.9490121478397968,0.0,0.0,0.0,0.0,0.016762594078397627,0.00916063046881094,0.025064627612994557
TCGA-DU-5871-01A,nnls,0.9606479083451844,0.007108200423606944,0.0,0.0,0.0,0.0,0.0,0.03224389123120864
TCGA-DU-5872-01A,nnls,0.9741511928400222,0.010526732074514038,0.0,0.0,0.0,0.0,0.0007027609805846671,0.014619314104879178
TCGA-DU-5872-02A,nnls,0.8951449593859455,0.038020280095692555,0.0,0.0,0.0,0.0,0.041509582591352935,0.025325177927009
TCGA-DU-6392-01A,nnls,0.8109268385131346,0.07776107772917762,0.0,0.0,0.0,0.06206604494985846,0.03107690418442571,0.01816913462340357
