project.project_id	cases.case_id	cases.submitter_id	samples.sample_id	samples.submitter_id	portions.portion_id	portions.submitter_id	analytes.a260_a280_ratio	analytes.amount	analytes.analyte_id	analytes.analyte_quantity	analytes.analyte_type	analytes.analyte_volume	analytes.concentration	analytes.dna_integrity_number	analytes.experimental_protocol_type	analytes.normal_tumor_genotype_snp_match	analytes.ribosomal_rna_28s_18s_ratio	analytes.rna_integrity_number	analytes.spectrophotometer_method	analytes.state	analytes.submitter_id	analytes.well_number
TCGA-LGG	b7395082-415b-4ab3-bf1e-59d0f4e4b488	TCGA-S9-A7R3	0ddab3b9-b1bf-4561-82d7-568c92f4d347	TCGA-S9-A7R3-10A	baa13383-4698-4f24-a5d4-d00f8eb4d1f8	TCGA-S9-A7R3-10A-01	'--	'--	787b3de6-1563-4dc7-abfa-cbbf15c913ef	'--	DNA	'--	0.15	'--	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	TCGA-S9-A7R3-10A-01D	'--
TCGA-LGG	b7395082-415b-4ab3-bf1e-59d0f4e4b488	TCGA-S9-A7R3	0ddab3b9-b1bf-4561-82d7-568c92f4d347	TCGA-S9-A7R3-10A	baa13383-4698-4f24-a5d4-d00f8eb4d1f8	TCGA-S9-A7R3-10A-01	'--	'--	ba521f5c-31a8-4ba9-9aa4-9cab24794a79	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-S9-A7R3-10A-01W	'--
TCGA-LGG	b7395082-415b-4ab3-bf1e-59d0f4e4b488	TCGA-S9-A7R3	552094ab-c348-478b-8e43-9e9ecdb6f38e	TCGA-S9-A7R3-01A	6e75c77a-2554-4f13-926a-dcba9e4598f4	TCGA-S9-A7R3-01A-11	1.89	'--	637d7afc-3228-478a-9710-e9546c029232	'--	RNA	'--	0.15	'--	mirVana (Allprep DNA) RNA	Yes	1.02	7.1	UV Spec	released	TCGA-S9-A7R3-01A-11R	'--
TCGA-LGG	b7395082-415b-4ab3-bf1e-59d0f4e4b488	TCGA-S9-A7R3	552094ab-c348-478b-8e43-9e9ecdb6f38e	TCGA-S9-A7R3-01A	6e75c77a-2554-4f13-926a-dcba9e4598f4	TCGA-S9-A7R3-01A-11	'--	'--	df5a314c-26aa-436c-a8a2-c9a185da36bb	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-S9-A7R3-01A-11W	'--
TCGA-LGG	b7395082-415b-4ab3-bf1e-59d0f4e4b488	TCGA-S9-A7R3	552094ab-c348-478b-8e43-9e9ecdb6f38e	TCGA-S9-A7R3-01A	6e75c77a-2554-4f13-926a-dcba9e4598f4	TCGA-S9-A7R3-01A-11	'--	'--	fad4bae9-881b-4f6c-ab48-39f87c25a745	'--	DNA	'--	0.16	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-S9-A7R3-01A-11D	'--
TCGA-LGG	a3822b5e-d794-4126-b31f-c70e1cc47f22	TCGA-P5-A735	22ed7c92-0d19-4cc9-a3d2-ac96c2aaa9dd	TCGA-P5-A735-01A	56925a3b-60e0-42ef-8f54-945db92f6495	TCGA-P5-A735-01A-11	'--	'--	94f536cf-f317-4e6f-bccf-7b8713da0b3d	'--	DNA	'--	0.16	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-P5-A735-01A-11D	'--
TCGA-LGG	a3822b5e-d794-4126-b31f-c70e1cc47f22	TCGA-P5-A735	22ed7c92-0d19-4cc9-a3d2-ac96c2aaa9dd	TCGA-P5-A735-01A	56925a3b-60e0-42ef-8f54-945db92f6495	TCGA-P5-A735-01A-11	'--	'--	b770364c-346b-4d5b-8faa-ba0ba0f5a0ec	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-P5-A735-01A-11W	'--
TCGA-LGG	a3822b5e-d794-4126-b31f-c70e1cc47f22	TCGA-P5-A735	22ed7c92-0d19-4cc9-a3d2-ac96c2aaa9dd	TCGA-P5-A735-01A	56925a3b-60e0-42ef-8f54-945db92f6495	TCGA-P5-A735-01A-11	1.85	'--	c0863b3c-1918-4861-a98f-0456c4a1a9dd	'--	RNA	'--	0.15	'--	mirVana (Allprep DNA) RNA	Yes	1.27	7.8	UV Spec	released	TCGA-P5-A735-01A-11R	'--
TCGA-LGG	a3822b5e-d794-4126-b31f-c70e1cc47f22	TCGA-P5-A735	22ed7c92-0d19-4cc9-a3d2-ac96c2aaa9dd	TCGA-P5-A735-01A	d032e98e-01ef-40d9-a839-f88f5e1f3daf	TCGA-P5-A735-01A-31-A617-42	'--	'--	8bf25a0d-9619-4ef3-912c-d4e315e32706	'--	DNA	'--	'--	'--	'--	'--	'--	'--	'--	released	TCGA-P5-A735-01A-31-A617-42-X017-S03	'--
TCGA-LGG	a3822b5e-d794-4126-b31f-c70e1cc47f22	TCGA-P5-A735	bb1300f6-23b4-4c01-b978-f470e61ae878	TCGA-P5-A735-10A	ae066ac7-f73c-480f-8f79-c5f96eb1554f	TCGA-P5-A735-10A-01	'--	'--	253cf064-6067-4732-915b-7bc7109574ff	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-P5-A735-10A-01W	'--
TCGA-LGG	a3822b5e-d794-4126-b31f-c70e1cc47f22	TCGA-P5-A735	bb1300f6-23b4-4c01-b978-f470e61ae878	TCGA-P5-A735-10A	ae066ac7-f73c-480f-8f79-c5f96eb1554f	TCGA-P5-A735-10A-01	'--	'--	82f615ef-21e3-4086-ad13-8b42255b1986	'--	DNA	'--	0.14	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-P5-A735-10A-01D	'--
TCGA-LGG	0073a136-d5f4-4fd6-88f9-711768f2abc6	TCGA-VM-A8CF	4b24379c-7309-46cf-b95c-bc301ee7b9be	TCGA-VM-A8CF-10A	7d0ffa10-6923-4921-9240-7d2ecbf6fafa	TCGA-VM-A8CF-10A-01	'--	'--	81c0733c-7816-430a-9cc8-a91f1fd43fcc	'--	DNA	'--	0.17	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-VM-A8CF-10A-01D	'--
TCGA-LGG	0073a136-d5f4-4fd6-88f9-711768f2abc6	TCGA-VM-A8CF	4b24379c-7309-46cf-b95c-bc301ee7b9be	TCGA-VM-A8CF-10A	7d0ffa10-6923-4921-9240-7d2ecbf6fafa	TCGA-VM-A8CF-10A-01	'--	'--	d75bdcec-cac9-4098-a531-b3e47317cf24	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-VM-A8CF-10A-01W	'--
TCGA-LGG	0073a136-d5f4-4fd6-88f9-711768f2abc6	TCGA-VM-A8CF	8dfc30e6-d433-4628-8e8f-70bf1913026b	TCGA-VM-A8CF-01A	7e9b32f1-f70b-482c-9eb0-863181498661	TCGA-VM-A8CF-01A-11	1.84	'--	0bbe6ecb-e2cc-42dc-aa10-df4ee3ef0388	'--	RNA	'--	0.16	'--	mirVana (Allprep DNA) RNA	Yes	0.84	7.2	UV Spec	released	TCGA-VM-A8CF-01A-11R	'--
TCGA-LGG	0073a136-d5f4-4fd6-88f9-711768f2abc6	TCGA-VM-A8CF	8dfc30e6-d433-4628-8e8f-70bf1913026b	TCGA-VM-A8CF-01A	7e9b32f1-f70b-482c-9eb0-863181498661	TCGA-VM-A8CF-01A-11	'--	'--	248d7919-1ede-4ef6-bc0b-deeaf89406e2	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-VM-A8CF-01A-11W	'--
TCGA-LGG	0073a136-d5f4-4fd6-88f9-711768f2abc6	TCGA-VM-A8CF	8dfc30e6-d433-4628-8e8f-70bf1913026b	TCGA-VM-A8CF-01A	7e9b32f1-f70b-482c-9eb0-863181498661	TCGA-VM-A8CF-01A-11	'--	'--	dcbf83fb-d043-4d87-b108-b48325ef329f	'--	DNA	'--	0.16	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-VM-A8CF-01A-11D	'--
TCGA-LGG	505e9812-d13e-42d3-aee2-55a85d6f4551	TCGA-QH-A65R	5fb877a9-e341-415e-a76b-7964e4e224eb	TCGA-QH-A65R-01A	68938426-0a90-4a27-96ee-bc25e8c951c2	TCGA-QH-A65R-01A-21	1.91	'--	0843071d-0e39-4e13-8528-25293703b69c	'--	RNA	'--	0.18	'--	mirVana (Allprep DNA) RNA	Yes	1.06	7.2	UV Spec	released	TCGA-QH-A65R-01A-21R	'--
TCGA-LGG	505e9812-d13e-42d3-aee2-55a85d6f4551	TCGA-QH-A65R	5fb877a9-e341-415e-a76b-7964e4e224eb	TCGA-QH-A65R-01A	68938426-0a90-4a27-96ee-bc25e8c951c2	TCGA-QH-A65R-01A-21	'--	'--	21110894-e119-4e93-a94e-9e7e0a5f19bb	'--	DNA	'--	0.16	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-QH-A65R-01A-21D	'--
TCGA-LGG	505e9812-d13e-42d3-aee2-55a85d6f4551	TCGA-QH-A65R	5fb877a9-e341-415e-a76b-7964e4e224eb	TCGA-QH-A65R-01A	68938426-0a90-4a27-96ee-bc25e8c951c2	TCGA-QH-A65R-01A-21	'--	'--	3f890ba9-0286-4d4a-8f35-b51738f651f7	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-QH-A65R-01A-21W	'--
TCGA-LGG	505e9812-d13e-42d3-aee2-55a85d6f4551	TCGA-QH-A65R	89451db1-f007-4400-af61-076afd7e9746	TCGA-QH-A65R-10A	b9873d93-1ffe-4975-b7f1-77ccb5161b6c	TCGA-QH-A65R-10A-01	'--	'--	594af2e6-b45a-4599-8a12-d34bf7a2f078	'--	DNA	'--	0.15	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-QH-A65R-10A-01D	'--
TCGA-LGG	505e9812-d13e-42d3-aee2-55a85d6f4551	TCGA-QH-A65R	89451db1-f007-4400-af61-076afd7e9746	TCGA-QH-A65R-10A	b9873d93-1ffe-4975-b7f1-77ccb5161b6c	TCGA-QH-A65R-10A-01	'--	'--	dcea9472-67fc-410f-9675-90a8fe229a1b	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-QH-A65R-10A-01W	'--
TCGA-LGG	fff304a2-113f-499d-a88c-9d3660c348d9	TCGA-RY-A847	bf8e8426-dc44-40b0-8459-ad1dbaf9ba5a	TCGA-RY-A847-01A	7a9f863a-d7fe-476a-93ff-3c9b95e597f7	TCGA-RY-A847-01A-11	'--	'--	7146beb3-a71d-4ca8-9f4f-0179d1ef8515	'--	DNA	'--	0.15	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-RY-A847-01A-11D	'--
TCGA-LGG	fff304a2-113f-499d-a88c-9d3660c348d9	TCGA-RY-A847	bf8e8426-dc44-40b0-8459-ad1dbaf9ba5a	TCGA-RY-A847-01A	7a9f863a-d7fe-476a-93ff-3c9b95e597f7	TCGA-RY-A847-01A-11	'--	'--	d332095e-98b6-44f5-b273-0b2a561d4221	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-RY-A847-01A-11W	'--
TCGA-LGG	fff304a2-113f-499d-a88c-9d3660c348d9	TCGA-RY-A847	bf8e8426-dc44-40b0-8459-ad1dbaf9ba5a	TCGA-RY-A847-01A	7a9f863a-d7fe-476a-93ff-3c9b95e597f7	TCGA-RY-A847-01A-11	1.82	'--	e2c8613e-f156-4ab7-af82-321dbdb9dc41	'--	RNA	'--	0.16	'--	mirVana (Allprep DNA) RNA	Yes	1.53	8.1	UV Spec	released	TCGA-RY-A847-01A-11R	'--
TCGA-LGG	fff304a2-113f-499d-a88c-9d3660c348d9	TCGA-RY-A847	de63d37e-a51e-4cf6-9df5-c5650be56edf	TCGA-RY-A847-10A	ea948236-df92-407f-aabf-51c75dd00075	TCGA-RY-A847-10A-01	'--	'--	172aa5be-1424-4f8f-b195-dbdec377448a	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-RY-A847-10A-01W	'--
TCGA-LGG	fff304a2-113f-499d-a88c-9d3660c348d9	TCGA-RY-A847	de63d37e-a51e-4cf6-9df5-c5650be56edf	TCGA-RY-A847-10A	ea948236-df92-407f-aabf-51c75dd00075	TCGA-RY-A847-10A-01	'--	'--	665c0ee8-a0fd-4b87-81ad-cafe540b7ed0	'--	DNA	'--	0.14	'--	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	TCGA-RY-A847-10A-01D	'--
TCGA-LGG	2cfc07f3-a31c-41a2-a9e3-b708d2421a78	TCGA-FG-5965	1cd7f0e4-4680-470b-b23d-7ff2ff16ea6e	TCGA-FG-5965-10A	66258208-b4a3-4c43-aec9-3a2acb96d561	TCGA-FG-5965-10A-01	'--	'--	19e49677-b6e1-4fc2-9b44-1f064f8c2596	'--	Repli-G (Qiagen) DNA	'--	0.5	'--	Repli-G	Yes	'--	'--	PicoGreen	released	TCGA-FG-5965-10A-01W	'--
TCGA-LGG	2cfc07f3-a31c-41a2-a9e3-b708d2421a78	TCGA-FG-5965	1cd7f0e4-4680-470b-b23d-7ff2ff16ea6e	TCGA-FG-5965-10A	66258208-b4a3-4c43-aec9-3a2acb96d561	TCGA-FG-5965-10A-01	1.8	'--	3e72463f-b67b-424a-9de6-8fa700ae34ac	'--	DNA	'--	0.16	'--	Pre-extracted DNA received by TSS	Yes	'--	'--	UV Spec	released	TCGA-FG-5965-10A-01D	'--
TCGA-LGG	2cfc07f3-a31c-41a2-a9e3-b708d2421a78	TCGA-FG-5965	3e0b6eb2-494b-438c-ba6c-a54aa37d794f	TCGA-FG-5965-02A	1e9fc994-ee4d-489c-8cd9-a83785fa3b8e	TCGA-FG-5965-02A-11	'--	'--	0d40e873-864e-4bea-becb-eb565a51c264	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-FG-5965-02A-11W	'--
TCGA-LGG	2cfc07f3-a31c-41a2-a9e3-b708d2421a78	TCGA-FG-5965	3e0b6eb2-494b-438c-ba6c-a54aa37d794f	TCGA-FG-5965-02A	1e9fc994-ee4d-489c-8cd9-a83785fa3b8e	TCGA-FG-5965-02A-11	'--	'--	13e059ea-cad1-43db-919d-6409298b87ce	'--	DNA	'--	0.15	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-FG-5965-02A-11D	'--
TCGA-LGG	2cfc07f3-a31c-41a2-a9e3-b708d2421a78	TCGA-FG-5965	3e0b6eb2-494b-438c-ba6c-a54aa37d794f	TCGA-FG-5965-02A	1e9fc994-ee4d-489c-8cd9-a83785fa3b8e	TCGA-FG-5965-02A-11	1.83	'--	8eb8ca31-868a-4c82-9b7e-c0ffdf434ac2	'--	RNA	'--	0.15	'--	mirVana (Allprep DNA) RNA	Yes	1.64	9.1	UV Spec	released	TCGA-FG-5965-02A-11R	'--
TCGA-LGG	2cfc07f3-a31c-41a2-a9e3-b708d2421a78	TCGA-FG-5965	93fbe6d3-2091-4151-9075-0ed2dd4b886f	TCGA-FG-5965-01B	c932fb0a-0084-4af8-a816-16b44c94de8f	TCGA-FG-5965-01B-11	1.7	'--	1be6a9cc-92d2-4801-b80a-0b2e83ad1d7e	'--	RNA	'--	0.15	'--	mirVana (Allprep DNA) RNA	Yes	1.21	8.2	UV Spec	released	TCGA-FG-5965-01B-11R	'--
TCGA-LGG	2cfc07f3-a31c-41a2-a9e3-b708d2421a78	TCGA-FG-5965	93fbe6d3-2091-4151-9075-0ed2dd4b886f	TCGA-FG-5965-01B	c932fb0a-0084-4af8-a816-16b44c94de8f	TCGA-FG-5965-01B-11	'--	'--	9f43734c-c2f1-4476-8632-8c90e6b9ca0f	'--	Repli-G (Qiagen) DNA	'--	0.5	'--	Repli-G	Yes	'--	'--	PicoGreen	released	TCGA-FG-5965-01B-11W	'--
TCGA-LGG	2cfc07f3-a31c-41a2-a9e3-b708d2421a78	TCGA-FG-5965	93fbe6d3-2091-4151-9075-0ed2dd4b886f	TCGA-FG-5965-01B	c932fb0a-0084-4af8-a816-16b44c94de8f	TCGA-FG-5965-01B-11	1.9	'--	c2733526-c876-4511-9219-6c8c89a629a4	'--	DNA	'--	0.15	'--	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	TCGA-FG-5965-01B-11D	'--
TCGA-LGG	2cfc07f3-a31c-41a2-a9e3-b708d2421a78	TCGA-FG-5965	fb8ee996-d991-43d2-87db-fc23d153a3dc	TCGA-FG-5965-02B	f0838f32-088d-40fa-ba12-355ac935b62a	TCGA-FG-5965-02B-11	'--	'--	80ab1fbb-3d2c-4a4e-821a-eef45ab7a124	'--	DNA	'--	0.16	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-FG-5965-02B-11D	'--
TCGA-LGG	2cfc07f3-a31c-41a2-a9e3-b708d2421a78	TCGA-FG-5965	fb8ee996-d991-43d2-87db-fc23d153a3dc	TCGA-FG-5965-02B	f0838f32-088d-40fa-ba12-355ac935b62a	TCGA-FG-5965-02B-11	'--	'--	97492779-f99f-4158-afaa-00e6a3e68e18	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-FG-5965-02B-11W	'--
TCGA-LGG	2cfc07f3-a31c-41a2-a9e3-b708d2421a78	TCGA-FG-5965	fb8ee996-d991-43d2-87db-fc23d153a3dc	TCGA-FG-5965-02B	f0838f32-088d-40fa-ba12-355ac935b62a	TCGA-FG-5965-02B-11	1.88	'--	9ef5f457-42e7-485c-93e1-eb00e54badb8	'--	RNA	'--	0.16	'--	mirVana (Allprep DNA) RNA	Yes	1.55	7.9	UV Spec	released	TCGA-FG-5965-02B-11R	'--
TCGA-LGG	5af8ada5-86b5-4832-8a8e-e975ecca5515	TCGA-DU-5849	4d468a8e-04da-4c51-af1a-c0dc10e67f8d	TCGA-DU-5849-10A	fae84da1-4fb8-40f9-b955-4cfc74b32dc4	TCGA-DU-5849-10A-01	'--	'--	67a8dc57-7576-4074-a638-e3c858353036	'--	Repli-G (Qiagen) DNA	'--	0.5	'--	Repli-G	Yes	'--	'--	UV Spec	released	TCGA-DU-5849-10A-01W	'--
TCGA-LGG	5af8ada5-86b5-4832-8a8e-e975ecca5515	TCGA-DU-5849	4d468a8e-04da-4c51-af1a-c0dc10e67f8d	TCGA-DU-5849-10A	fae84da1-4fb8-40f9-b955-4cfc74b32dc4	TCGA-DU-5849-10A-01	1.9	'--	e62ca9d1-5c69-45be-970c-0284e03be08b	'--	DNA	'--	0.14	'--	Pre-extracted DNA received by TSS	Yes	'--	'--	UV Spec	released	TCGA-DU-5849-10A-01D	'--
TCGA-LGG	5af8ada5-86b5-4832-8a8e-e975ecca5515	TCGA-DU-5849	9e0e239f-ced4-4cf3-bf3c-5ec8224d760b	TCGA-DU-5849-01A	c5f5c53e-0ccb-43c8-8097-0f4bf4fb1b73	TCGA-DU-5849-01A-11	'--	'--	8c05c4f1-db98-4024-ae6c-a172f10a4e47	'--	Repli-G (Qiagen) DNA	'--	0.5	'--	Repli-G	Yes	'--	'--	UV Spec	released	TCGA-DU-5849-01A-11W	'--
TCGA-LGG	5af8ada5-86b5-4832-8a8e-e975ecca5515	TCGA-DU-5849	9e0e239f-ced4-4cf3-bf3c-5ec8224d760b	TCGA-DU-5849-01A	c5f5c53e-0ccb-43c8-8097-0f4bf4fb1b73	TCGA-DU-5849-01A-11	1.8	'--	8cff55c3-0d7f-45c8-a9f2-b4656ff49f2b	'--	RNA	'--	0.16	'--	mirVana (Allprep DNA) RNA	Yes	1.39	8.1	UV Spec	released	TCGA-DU-5849-01A-11R	'--
TCGA-LGG	5af8ada5-86b5-4832-8a8e-e975ecca5515	TCGA-DU-5849	9e0e239f-ced4-4cf3-bf3c-5ec8224d760b	TCGA-DU-5849-01A	c5f5c53e-0ccb-43c8-8097-0f4bf4fb1b73	TCGA-DU-5849-01A-11	1.8	'--	fb7ff7db-982c-4454-8f49-8bb5cf6d167f	'--	DNA	'--	0.14	'--	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	TCGA-DU-5849-01A-11D	'--
TCGA-LGG	97ffbe14-9070-4a5a-8760-225a88834b40	TCGA-E1-A7Z2	7ce9e8ae-16f8-45d0-ab8b-84385663eaf7	TCGA-E1-A7Z2-10A	85ac1a68-b80b-45c9-8365-624e6dc8b667	TCGA-E1-A7Z2-10A-01	'--	'--	73d2dcbb-726b-4ca3-91b1-381abf31f1c6	'--	DNA	'--	0.15	'--	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	TCGA-E1-A7Z2-10A-01D	'--
TCGA-LGG	97ffbe14-9070-4a5a-8760-225a88834b40	TCGA-E1-A7Z2	7ce9e8ae-16f8-45d0-ab8b-84385663eaf7	TCGA-E1-A7Z2-10A	85ac1a68-b80b-45c9-8365-624e6dc8b667	TCGA-E1-A7Z2-10A-01	'--	'--	7d233911-cdc2-405d-a1af-1ac197182412	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-E1-A7Z2-10A-01W	'--
TCGA-LGG	97ffbe14-9070-4a5a-8760-225a88834b40	TCGA-E1-A7Z2	d220c68f-dc22-48c2-b11c-ae86e6e3ff42	TCGA-E1-A7Z2-01A	608bfbab-d1fe-4a57-b5cc-e040e18b6db5	TCGA-E1-A7Z2-01A-21	'--	'--	174d1a4c-59e8-4dd0-9f44-810329542bc9	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-E1-A7Z2-01A-21W	'--
TCGA-LGG	97ffbe14-9070-4a5a-8760-225a88834b40	TCGA-E1-A7Z2	d220c68f-dc22-48c2-b11c-ae86e6e3ff42	TCGA-E1-A7Z2-01A	608bfbab-d1fe-4a57-b5cc-e040e18b6db5	TCGA-E1-A7Z2-01A-21	'--	'--	7c3b2e93-f27f-4171-a927-e8a73cf41628	'--	DNA	'--	0.15	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-E1-A7Z2-01A-21D	'--
TCGA-LGG	97ffbe14-9070-4a5a-8760-225a88834b40	TCGA-E1-A7Z2	d220c68f-dc22-48c2-b11c-ae86e6e3ff42	TCGA-E1-A7Z2-01A	608bfbab-d1fe-4a57-b5cc-e040e18b6db5	TCGA-E1-A7Z2-01A-21	1.92	'--	f31bc40c-ad4b-407f-bdc3-7b302cf98092	'--	RNA	'--	0.16	'--	mirVana (Allprep DNA) RNA	Yes	1.79	7.9	UV Spec	released	TCGA-E1-A7Z2-01A-21R	'--
TCGA-LGG	3431a71c-fabf-440c-b11c-8acfee04724f	TCGA-TQ-A7RM	00466b6b-9fd8-4cdb-aa73-f6179d874f39	TCGA-TQ-A7RM-10A	758d10c0-63d9-4f37-aa57-3c30ea5c95a4	TCGA-TQ-A7RM-10A-01	'--	'--	2a6749a0-4081-45ae-9d84-85cad625b8d9	'--	DNA	'--	0.15	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-TQ-A7RM-10A-01D	'--
TCGA-LGG	3431a71c-fabf-440c-b11c-8acfee04724f	TCGA-TQ-A7RM	00466b6b-9fd8-4cdb-aa73-f6179d874f39	TCGA-TQ-A7RM-10A	758d10c0-63d9-4f37-aa57-3c30ea5c95a4	TCGA-TQ-A7RM-10A-01	'--	'--	635853fc-9772-476f-845c-159cdea17ffa	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-TQ-A7RM-10A-01W	'--
TCGA-LGG	3431a71c-fabf-440c-b11c-8acfee04724f	TCGA-TQ-A7RM	53e2bc94-d33d-4f11-9ad9-190fccc13b6d	TCGA-TQ-A7RM-01A	28ba89b7-7e52-4b8c-aff3-f5ed34dd6549	TCGA-TQ-A7RM-01A-11	'--	'--	011ab3e5-e948-484f-b715-7995694b5c7d	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-TQ-A7RM-01A-11W	'--
TCGA-LGG	3431a71c-fabf-440c-b11c-8acfee04724f	TCGA-TQ-A7RM	53e2bc94-d33d-4f11-9ad9-190fccc13b6d	TCGA-TQ-A7RM-01A	28ba89b7-7e52-4b8c-aff3-f5ed34dd6549	TCGA-TQ-A7RM-01A-11	'--	'--	19220283-f50f-47e0-af00-b9b94e1b1a39	'--	DNA	'--	0.16	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-TQ-A7RM-01A-11D	'--
TCGA-LGG	3431a71c-fabf-440c-b11c-8acfee04724f	TCGA-TQ-A7RM	53e2bc94-d33d-4f11-9ad9-190fccc13b6d	TCGA-TQ-A7RM-01A	28ba89b7-7e52-4b8c-aff3-f5ed34dd6549	TCGA-TQ-A7RM-01A-11	1.94	'--	34b09c15-2373-44c6-85fa-51a533f103f6	'--	RNA	'--	0.17	'--	mirVana (Allprep DNA) RNA	Yes	1.09	8.3	UV Spec	released	TCGA-TQ-A7RM-01A-11R	'--
TCGA-LGG	c40ab957-fe46-43b1-992d-b4e2040a3f57	TCGA-FG-7637	57643683-10aa-4dd2-9731-4868e520cadc	TCGA-FG-7637-10A	408c8930-beb8-4098-93d3-e8cd5c63cccb	TCGA-FG-7637-10A-01	'--	'--	42cc2c68-05f1-4059-9f26-b5bda17f2866	'--	DNA	'--	0.15	'--	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	TCGA-FG-7637-10A-01D	'--
TCGA-LGG	c40ab957-fe46-43b1-992d-b4e2040a3f57	TCGA-FG-7637	57643683-10aa-4dd2-9731-4868e520cadc	TCGA-FG-7637-10A	408c8930-beb8-4098-93d3-e8cd5c63cccb	TCGA-FG-7637-10A-01	'--	'--	c48713d7-2e9c-40a6-8a76-9414d6cb187e	'--	Repli-G (Qiagen) DNA	'--	0.5	'--	Repli-G	Yes	'--	'--	PicoGreen	released	TCGA-FG-7637-10A-01W	'--
TCGA-LGG	c40ab957-fe46-43b1-992d-b4e2040a3f57	TCGA-FG-7637	b8e91848-0443-4333-aa38-b8551eb5c5f0	TCGA-FG-7637-01A	ac5dd6f9-0ed5-46a9-a781-247c0999adc4	TCGA-FG-7637-01A-11	'--	'--	3e30c1cb-bbc2-4ac5-be00-9212e9664d31	'--	Repli-G (Qiagen) DNA	'--	0.5	'--	Repli-G	Yes	'--	'--	PicoGreen	released	TCGA-FG-7637-01A-11W	'--
TCGA-LGG	c40ab957-fe46-43b1-992d-b4e2040a3f57	TCGA-FG-7637	b8e91848-0443-4333-aa38-b8551eb5c5f0	TCGA-FG-7637-01A	ac5dd6f9-0ed5-46a9-a781-247c0999adc4	TCGA-FG-7637-01A-11	'--	'--	d3bbb308-fce3-40e7-b16b-a537d94f90cf	'--	RNA	'--	0.14	'--	mirVana (Allprep DNA) RNA	Yes	1.47	8.4	UV Spec	released	TCGA-FG-7637-01A-11R	'--
TCGA-LGG	c40ab957-fe46-43b1-992d-b4e2040a3f57	TCGA-FG-7637	b8e91848-0443-4333-aa38-b8551eb5c5f0	TCGA-FG-7637-01A	ac5dd6f9-0ed5-46a9-a781-247c0999adc4	TCGA-FG-7637-01A-11	'--	'--	dd1189b4-b28c-4900-8109-3e03a28c4cee	'--	DNA	'--	0.14	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-FG-7637-01A-11D	'--
