project.project_id	cases.case_id	cases.submitter_id	samples.sample_id	samples.submitter_id	portions.portion_id	portions.submitter_id	analytes.a260_a280_ratio	analytes.amount	analytes.analyte_id	analytes.analyte_quantity	analytes.analyte_type	analytes.analyte_volume	analytes.concentration	analytes.dna_integrity_number	analytes.experimental_protocol_type	analytes.normal_tumor_genotype_snp_match	analytes.ribosomal_rna_28s_18s_ratio	analytes.rna_integrity_number	analytes.spectrophotometer_method	analytes.state	analytes.submitter_id	analytes.well_number
TCGA-LGG	345d975c-e666-4614-81eb-5ccbb5bd2cf7	TCGA-QH-A870	84cd45f1-b1bd-4542-9799-6e0b2be239b2	TCGA-QH-A870-10A	a6a0dde8-95a4-4230-8a00-808fa9278be9	TCGA-QH-A870-10A-01	'--	'--	2b8f8b69-79f3-42d5-a164-a7b958b961e0	'--	DNA	'--	0.17	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-QH-A870-10A-01D	'--
TCGA-LGG	345d975c-e666-4614-81eb-5ccbb5bd2cf7	TCGA-QH-A870	84cd45f1-b1bd-4542-9799-6e0b2be239b2	TCGA-QH-A870-10A	a6a0dde8-95a4-4230-8a00-808fa9278be9	TCGA-QH-A870-10A-01	'--	'--	6d57ae65-66b7-419d-b246-1afa08afada5	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-QH-A870-10A-01W	'--
TCGA-LGG	345d975c-e666-4614-81eb-5ccbb5bd2cf7	TCGA-QH-A870	c1c87e01-efc3-433f-ba79-4a79b292870b	TCGA-QH-A870-01A	e62c8f21-247d-4d80-8db9-d964bd4f3b65	TCGA-QH-A870-01A-11	'--	'--	23dd74fe-01e5-48d8-b391-1077f43c5d45	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-QH-A870-01A-11W	'--
TCGA-LGG	345d975c-e666-4614-81eb-5ccbb5bd2cf7	TCGA-QH-A870	c1c87e01-efc3-433f-ba79-4a79b292870b	TCGA-QH-A870-01A	e62c8f21-247d-4d80-8db9-d964bd4f3b65	TCGA-QH-A870-01A-11	1.87	'--	7a7f8c3a-eff4-4022-a113-73b076b0ff34	'--	RNA	'--	0.15	'--	mirVana (Allprep DNA) RNA	Yes	1.53	8.9	UV Spec	released	TCGA-QH-A870-01A-11R	'--
TCGA-LGG	345d975c-e666-4614-81eb-5ccbb5bd2cf7	TCGA-QH-A870	c1c87e01-efc3-433f-ba79-4a79b292870b	TCGA-QH-A870-01A	e62c8f21-247d-4d80-8db9-d964bd4f3b65	TCGA-QH-A870-01A-11	'--	'--	c0418252-2b89-46da-b116-1e60b92e2544	'--	DNA	'--	0.16	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-QH-A870-01A-11D	'--
TCGA-LGG	2c982cfb-4112-4e27-8293-25aa9e01faae	TCGA-VW-A7QS	61ed41cd-beef-4f84-bddd-58f7f2c483cb	TCGA-VW-A7QS-10A	67c1ad55-3e39-494c-9b6e-0adc5e7a5072	TCGA-VW-A7QS-10A-02	'--	'--	7aac8c80-f99e-4e60-9677-236fa5727540	'--	DNA	'--	0.15	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-VW-A7QS-10A-02D	'--
TCGA-LGG	2c982cfb-4112-4e27-8293-25aa9e01faae	TCGA-VW-A7QS	61ed41cd-beef-4f84-bddd-58f7f2c483cb	TCGA-VW-A7QS-10A	67c1ad55-3e39-494c-9b6e-0adc5e7a5072	TCGA-VW-A7QS-10A-02	'--	'--	f4fef4fc-a2bd-4ce3-aa61-a4403005b566	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-VW-A7QS-10A-02W	'--
TCGA-LGG	2c982cfb-4112-4e27-8293-25aa9e01faae	TCGA-VW-A7QS	aa7bd44d-53de-4f4a-8a4b-7cd16026279b	TCGA-VW-A7QS-01A	d25bdfed-5ceb-4f34-9d3d-549b8260c1ef	TCGA-VW-A7QS-01A-12	'--	'--	0d53e160-0748-4788-8ea3-0b994885a502	'--	DNA	'--	0.17	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-VW-A7QS-01A-12D	'--
TCGA-LGG	2c982cfb-4112-4e27-8293-25aa9e01faae	TCGA-VW-A7QS	aa7bd44d-53de-4f4a-8a4b-7cd16026279b	TCGA-VW-A7QS-01A	d25bdfed-5ceb-4f34-9d3d-549b8260c1ef	TCGA-VW-A7QS-01A-12	'--	'--	33b97e26-177b-4d0e-aa08-4a0b4487bb86	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-VW-A7QS-01A-12W	'--
TCGA-LGG	2c982cfb-4112-4e27-8293-25aa9e01faae	TCGA-VW-A7QS	aa7bd44d-53de-4f4a-8a4b-7cd16026279b	TCGA-VW-A7QS-01A	d25bdfed-5ceb-4f34-9d3d-549b8260c1ef	TCGA-VW-A7QS-01A-12	1.79	'--	cc01b38d-eb5e-40dc-b459-7eff665dd45c	'--	RNA	'--	0.17	'--	mirVana (Allprep DNA) RNA	Yes	1.38	8.1	UV Spec	released	TCGA-VW-A7QS-01A-12R	'--
TCGA-LGG	032096a6-1923-44b9-a1cb-181bed041c8e	TCGA-S9-A7J3	4b79bc18-067b-4953-b4e5-d753456a0407	TCGA-S9-A7J3-10A	eb26067e-e3f1-4cc5-bb7d-7ee45e06bf68	TCGA-S9-A7J3-10A-01	'--	'--	898ff1a7-3b5c-41a6-ba40-f08a8c022779	'--	DNA	'--	0.15	'--	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	TCGA-S9-A7J3-10A-01D	'--
TCGA-LGG	032096a6-1923-44b9-a1cb-181bed041c8e	TCGA-S9-A7J3	4b79bc18-067b-4953-b4e5-d753456a0407	TCGA-S9-A7J3-10A	eb26067e-e3f1-4cc5-bb7d-7ee45e06bf68	TCGA-S9-A7J3-10A-01	'--	'--	a2e1d7e6-bb44-4d16-8211-db5a24b74baa	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-S9-A7J3-10A-01W	'--
TCGA-LGG	032096a6-1923-44b9-a1cb-181bed041c8e	TCGA-S9-A7J3	ad1c7bde-bd29-471f-a05c-c2ea51bcdac9	TCGA-S9-A7J3-01A	20e3585c-a5f8-4672-ba99-543f907bc712	TCGA-S9-A7J3-01A-21	'--	'--	35d4cdab-88e1-426c-9c13-408678f7b6b7	'--	DNA	'--	0.16	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-S9-A7J3-01A-21D	'--
TCGA-LGG	032096a6-1923-44b9-a1cb-181bed041c8e	TCGA-S9-A7J3	ad1c7bde-bd29-471f-a05c-c2ea51bcdac9	TCGA-S9-A7J3-01A	20e3585c-a5f8-4672-ba99-543f907bc712	TCGA-S9-A7J3-01A-21	'--	'--	55c84e24-6083-4fe8-91d8-5e17efd75a9e	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-S9-A7J3-01A-21W	'--
TCGA-LGG	032096a6-1923-44b9-a1cb-181bed041c8e	TCGA-S9-A7J3	ad1c7bde-bd29-471f-a05c-c2ea51bcdac9	TCGA-S9-A7J3-01A	20e3585c-a5f8-4672-ba99-543f907bc712	TCGA-S9-A7J3-01A-21	1.87	'--	65c0881e-a6b1-45b8-93d5-fa4397e676ae	'--	RNA	'--	0.17	'--	mirVana (Allprep DNA) RNA	Yes	1.38	8.6	UV Spec	released	TCGA-S9-A7J3-01A-21R	'--
TCGA-LGG	878ced76-3144-4141-896f-50e3e863df36	TCGA-P5-A77X	148b5c42-bf7b-435a-be40-8b17e074586d	TCGA-P5-A77X-10A	fbfc1f06-ccf6-40bc-a39f-9a8e433be48c	TCGA-P5-A77X-10A-01	'--	'--	7dd35262-67c7-4e17-8328-b1ab0540aadd	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-P5-A77X-10A-01W	'--
TCGA-LGG	878ced76-3144-4141-896f-50e3e863df36	TCGA-P5-A77X	148b5c42-bf7b-435a-be40-8b17e074586d	TCGA-P5-A77X-10A	fbfc1f06-ccf6-40bc-a39f-9a8e433be48c	TCGA-P5-A77X-10A-01	'--	'--	b3ca9e36-f868-4754-8246-7221fccbbd1c	'--	DNA	'--	0.15	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-P5-A77X-10A-01D	'--
TCGA-LGG	878ced76-3144-4141-896f-50e3e863df36	TCGA-P5-A77X	79d46283-7d50-4f9a-a2c3-a9a42f2d5103	TCGA-P5-A77X-01A	116b070a-3412-4866-87b9-8337ad92ca94	TCGA-P5-A77X-01A-31-A617-42	'--	'--	c024af37-4e52-4c25-86ce-29d735144265	'--	DNA	'--	'--	'--	'--	'--	'--	'--	'--	released	TCGA-P5-A77X-01A-31-A617-42-X022-S11	'--
TCGA-LGG	878ced76-3144-4141-896f-50e3e863df36	TCGA-P5-A77X	79d46283-7d50-4f9a-a2c3-a9a42f2d5103	TCGA-P5-A77X-01A	cffe8081-8aec-4cf0-90fc-b85692759e43	TCGA-P5-A77X-01A-11	'--	'--	2a903beb-cf81-4176-b080-d144f53acec8	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-P5-A77X-01A-11W	'--
TCGA-LGG	878ced76-3144-4141-896f-50e3e863df36	TCGA-P5-A77X	79d46283-7d50-4f9a-a2c3-a9a42f2d5103	TCGA-P5-A77X-01A	cffe8081-8aec-4cf0-90fc-b85692759e43	TCGA-P5-A77X-01A-11	1.78	'--	4b5ef70c-01a4-49a5-b01d-171ab4796557	'--	RNA	'--	0.17	'--	mirVana (Allprep DNA) RNA	Yes	1.33	7.5	UV Spec	released	TCGA-P5-A77X-01A-11R	'--
TCGA-LGG	878ced76-3144-4141-896f-50e3e863df36	TCGA-P5-A77X	79d46283-7d50-4f9a-a2c3-a9a42f2d5103	TCGA-P5-A77X-01A	cffe8081-8aec-4cf0-90fc-b85692759e43	TCGA-P5-A77X-01A-11	'--	'--	bd5011bb-80d4-4586-8cc8-5b4af29f1b65	'--	DNA	'--	0.16	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-P5-A77X-01A-11D	'--
TCGA-LGG	dd163547-43ad-4fe4-873e-83c4c6be4465	TCGA-DU-A5TS	10f9f7d7-c069-4224-95b3-e637aa2e7284	TCGA-DU-A5TS-10A	85e4add6-d1c3-4bd1-aee6-7cd10df7d465	TCGA-DU-A5TS-10A-01	'--	'--	c05f117c-b459-42bd-87d2-9d211d41d4e8	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-DU-A5TS-10A-01W	'--
TCGA-LGG	dd163547-43ad-4fe4-873e-83c4c6be4465	TCGA-DU-A5TS	10f9f7d7-c069-4224-95b3-e637aa2e7284	TCGA-DU-A5TS-10A	85e4add6-d1c3-4bd1-aee6-7cd10df7d465	TCGA-DU-A5TS-10A-01	'--	'--	e4426c74-7ccd-464a-96e5-0383a7a74e77	'--	DNA	'--	0.17	'--	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	TCGA-DU-A5TS-10A-01D	'--
TCGA-LGG	dd163547-43ad-4fe4-873e-83c4c6be4465	TCGA-DU-A5TS	2a40e1bc-e69f-4347-bb54-0151c0416c44	TCGA-DU-A5TS-01A	31a7275f-ff11-4a36-8af9-eb88ffd4db93	TCGA-DU-A5TS-01A-11	1.8	'--	76024a81-d1af-41d3-92ba-f2d55565241a	'--	RNA	'--	0.15	'--	mirVana (Allprep DNA) RNA	Yes	1.44	7.1	UV Spec	released	TCGA-DU-A5TS-01A-11R	'--
TCGA-LGG	dd163547-43ad-4fe4-873e-83c4c6be4465	TCGA-DU-A5TS	2a40e1bc-e69f-4347-bb54-0151c0416c44	TCGA-DU-A5TS-01A	31a7275f-ff11-4a36-8af9-eb88ffd4db93	TCGA-DU-A5TS-01A-11	'--	'--	8858bc49-6d3f-4e49-842f-92a23873999c	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-DU-A5TS-01A-11W	'--
TCGA-LGG	dd163547-43ad-4fe4-873e-83c4c6be4465	TCGA-DU-A5TS	2a40e1bc-e69f-4347-bb54-0151c0416c44	TCGA-DU-A5TS-01A	31a7275f-ff11-4a36-8af9-eb88ffd4db93	TCGA-DU-A5TS-01A-11	'--	'--	96b2b74b-6567-42ab-bb18-d2ccef1c8268	'--	DNA	'--	0.14	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-DU-A5TS-01A-11D	'--
TCGA-LGG	dc5bdd21-b23f-400e-bbe2-4c98a517fc9e	TCGA-CS-6669	4f74077f-6f0a-407f-9270-15f88ef3eb7a	TCGA-CS-6669-10A	d9ffe45d-9045-4872-861d-4fa2f733af84	TCGA-CS-6669-10A-01	1.8	'--	0175d5c8-8fa3-45ac-99c4-941e97f72dfd	'--	DNA	'--	0.16	'--	Chemical Lysis DNA Extraction	Yes	'--	'--	UV Spec	released	TCGA-CS-6669-10A-01D	'--
TCGA-LGG	dc5bdd21-b23f-400e-bbe2-4c98a517fc9e	TCGA-CS-6669	4f74077f-6f0a-407f-9270-15f88ef3eb7a	TCGA-CS-6669-10A	d9ffe45d-9045-4872-861d-4fa2f733af84	TCGA-CS-6669-10A-01	'--	'--	ef47079f-e438-450f-b58c-df01ba08dccc	'--	Repli-G (Qiagen) DNA	'--	0.5	'--	Repli-G	Yes	'--	'--	PicoGreen	released	TCGA-CS-6669-10A-01W	'--
TCGA-LGG	dc5bdd21-b23f-400e-bbe2-4c98a517fc9e	TCGA-CS-6669	57fae3bd-b822-4855-a4a1-afdcc20f6071	TCGA-CS-6669-01A	9e59f581-18e8-4b79-b91e-45084358ab81	TCGA-CS-6669-01A-11	'--	'--	29c5c479-b24c-4818-b4d1-ee39a589c745	'--	Repli-G (Qiagen) DNA	'--	0.5	'--	Repli-G	Yes	'--	'--	PicoGreen	released	TCGA-CS-6669-01A-11W	'--
TCGA-LGG	dc5bdd21-b23f-400e-bbe2-4c98a517fc9e	TCGA-CS-6669	57fae3bd-b822-4855-a4a1-afdcc20f6071	TCGA-CS-6669-01A	9e59f581-18e8-4b79-b91e-45084358ab81	TCGA-CS-6669-01A-11	1.7	'--	33dbce95-ad31-40c9-95d8-f6b17e675b8a	'--	RNA	'--	0.15	'--	mirVana (Allprep DNA) RNA	Yes	1.47	7.2	UV Spec	released	TCGA-CS-6669-01A-11R	'--
TCGA-LGG	dc5bdd21-b23f-400e-bbe2-4c98a517fc9e	TCGA-CS-6669	57fae3bd-b822-4855-a4a1-afdcc20f6071	TCGA-CS-6669-01A	9e59f581-18e8-4b79-b91e-45084358ab81	TCGA-CS-6669-01A-11	1.9	'--	4cc6f946-09a0-403e-85c0-01f01c208113	'--	DNA	'--	0.13	'--	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	TCGA-CS-6669-01A-11D	'--
TCGA-LGG	9b288f0e-5155-4736-bc22-e0e801d8b738	TCGA-HT-8558	03be084f-3276-4da0-a3c7-b34b38e79761	TCGA-HT-8558-10A	0a19a0a6-cb91-42de-9544-1a0b937509f7	TCGA-HT-8558-10A-01	'--	'--	8b6bc4b3-2db6-48fa-8ad1-28b95f015bc3	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G X	Yes	'--	'--	'--	released	TCGA-HT-8558-10A-01W	'--
TCGA-LGG	9b288f0e-5155-4736-bc22-e0e801d8b738	TCGA-HT-8558	03be084f-3276-4da0-a3c7-b34b38e79761	TCGA-HT-8558-10A	0a19a0a6-cb91-42de-9544-1a0b937509f7	TCGA-HT-8558-10A-01	'--	'--	f5a629ca-09c0-40d3-8c19-fc271d1712ff	'--	DNA	'--	0.14	'--	Chemical Lysis DNA Extraction	Yes	'--	'--	PicoGreen	released	TCGA-HT-8558-10A-01D	'--
TCGA-LGG	9b288f0e-5155-4736-bc22-e0e801d8b738	TCGA-HT-8558	83f578eb-5a18-4062-85a2-6a36fe511fe1	TCGA-HT-8558-01A	c265fd69-ba5b-44ac-a600-41ce69783fe0	TCGA-HT-8558-01A-21	'--	'--	41d09e82-a4ad-4a5c-9751-cb1754a82a3a	'--	RNA	'--	0.14	'--	mirVana (Allprep DNA) RNA	Yes	1.03	7.1	UV Spec	released	TCGA-HT-8558-01A-21R	'--
TCGA-LGG	9b288f0e-5155-4736-bc22-e0e801d8b738	TCGA-HT-8558	83f578eb-5a18-4062-85a2-6a36fe511fe1	TCGA-HT-8558-01A	c265fd69-ba5b-44ac-a600-41ce69783fe0	TCGA-HT-8558-01A-21	'--	'--	a6c847a9-88e8-4000-bbc8-91a18ffd4210	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G X	Yes	'--	'--	'--	released	TCGA-HT-8558-01A-21W	'--
TCGA-LGG	9b288f0e-5155-4736-bc22-e0e801d8b738	TCGA-HT-8558	83f578eb-5a18-4062-85a2-6a36fe511fe1	TCGA-HT-8558-01A	c265fd69-ba5b-44ac-a600-41ce69783fe0	TCGA-HT-8558-01A-21	'--	'--	bc8cd202-f952-45f2-b0da-8e1b93635bca	'--	DNA	'--	0.14	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-HT-8558-01A-21D	'--
TCGA-LGG	81622da8-9f36-4ea3-b223-d831d8c10f87	TCGA-DU-7299	2cc27b3f-8899-4105-adbb-efd68413ca7a	TCGA-DU-7299-01A	e032b2de-57d0-4c3e-8b16-619ea83c02c3	TCGA-DU-7299-01A-21	'--	'--	10d1f621-2c21-48bb-a8fe-893b4cf13b98	'--	RNA	'--	0.14	'--	mirVana (Allprep DNA) RNA	Yes	1.61	8.6	UV Spec	released	TCGA-DU-7299-01A-21R	'--
TCGA-LGG	81622da8-9f36-4ea3-b223-d831d8c10f87	TCGA-DU-7299	2cc27b3f-8899-4105-adbb-efd68413ca7a	TCGA-DU-7299-01A	e032b2de-57d0-4c3e-8b16-619ea83c02c3	TCGA-DU-7299-01A-21	'--	'--	cf1c5641-d0c3-4e21-899f-5e5b394b288e	'--	Repli-G (Qiagen) DNA	'--	0.5	'--	Repli-G	Yes	'--	'--	PicoGreen	released	TCGA-DU-7299-01A-21W	'--
TCGA-LGG	81622da8-9f36-4ea3-b223-d831d8c10f87	TCGA-DU-7299	2cc27b3f-8899-4105-adbb-efd68413ca7a	TCGA-DU-7299-01A	e032b2de-57d0-4c3e-8b16-619ea83c02c3	TCGA-DU-7299-01A-21	'--	'--	d8258504-f8c5-4e6d-8cd7-1a6e5d5a5446	'--	DNA	'--	0.16	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-DU-7299-01A-21D	'--
TCGA-LGG	81622da8-9f36-4ea3-b223-d831d8c10f87	TCGA-DU-7299	f4843b8e-878b-44fa-bee0-800799c3cf34	TCGA-DU-7299-10A	39d9e714-c26f-4851-9c00-53c686886544	TCGA-DU-7299-10A-01	'--	'--	5526f682-dc9e-4e6d-8659-7c8e36a61272	'--	DNA	'--	0.16	'--	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	TCGA-DU-7299-10A-01D	'--
TCGA-LGG	81622da8-9f36-4ea3-b223-d831d8c10f87	TCGA-DU-7299	f4843b8e-878b-44fa-bee0-800799c3cf34	TCGA-DU-7299-10A	39d9e714-c26f-4851-9c00-53c686886544	TCGA-DU-7299-10A-01	'--	'--	78ce9b65-8186-4a65-ac12-2dd928654b2f	'--	Repli-G (Qiagen) DNA	'--	0.5	'--	Repli-G	Yes	'--	'--	PicoGreen	released	TCGA-DU-7299-10A-01W	'--
TCGA-LGG	d61710c1-8ac3-44e3-b567-66288a6ab731	TCGA-DU-7304	12b638ef-aeb6-43c4-b9b8-c8a6f077d579	TCGA-DU-7304-01A	71c280bc-b6f3-4066-bed6-2adbfdcbe0f8	TCGA-DU-7304-01A-12	'--	'--	126c7164-aedb-4b6e-8fb7-ebc05cc93320	'--	DNA	'--	0.16	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-DU-7304-01A-12D	'--
TCGA-LGG	d61710c1-8ac3-44e3-b567-66288a6ab731	TCGA-DU-7304	12b638ef-aeb6-43c4-b9b8-c8a6f077d579	TCGA-DU-7304-01A	71c280bc-b6f3-4066-bed6-2adbfdcbe0f8	TCGA-DU-7304-01A-12	'--	'--	43c89d7a-dacb-4017-bcdf-64531f2d3b2c	'--	Repli-G (Qiagen) DNA	'--	0.5	'--	Repli-G	Yes	'--	'--	PicoGreen	released	TCGA-DU-7304-01A-12W	'--
TCGA-LGG	d61710c1-8ac3-44e3-b567-66288a6ab731	TCGA-DU-7304	12b638ef-aeb6-43c4-b9b8-c8a6f077d579	TCGA-DU-7304-01A	71c280bc-b6f3-4066-bed6-2adbfdcbe0f8	TCGA-DU-7304-01A-12	'--	'--	c51d1100-507f-49ed-bed6-62fb22363f88	'--	RNA	'--	0.16	'--	mirVana (Allprep DNA) RNA	Yes	1.25	7.5	UV Spec	released	TCGA-DU-7304-01A-12R	'--
TCGA-LGG	d61710c1-8ac3-44e3-b567-66288a6ab731	TCGA-DU-7304	66e2bb27-ca87-468c-a71d-e140f0bca8da	TCGA-DU-7304-02A	d874ac40-0d09-435b-b17e-beeff6956ee4	TCGA-DU-7304-02A-12	'--	'--	9fea0540-9399-4bc4-9217-4482b444e392	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G	Yes	'--	'--	'--	released	TCGA-DU-7304-02A-12W	'--
TCGA-LGG	d61710c1-8ac3-44e3-b567-66288a6ab731	TCGA-DU-7304	66e2bb27-ca87-468c-a71d-e140f0bca8da	TCGA-DU-7304-02A	d874ac40-0d09-435b-b17e-beeff6956ee4	TCGA-DU-7304-02A-12	'--	'--	d570a5b7-6853-4bc8-83a2-6a58ca59d4fd	'--	DNA	'--	0.15	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-DU-7304-02A-12D	'--
TCGA-LGG	d61710c1-8ac3-44e3-b567-66288a6ab731	TCGA-DU-7304	66e2bb27-ca87-468c-a71d-e140f0bca8da	TCGA-DU-7304-02A	d874ac40-0d09-435b-b17e-beeff6956ee4	TCGA-DU-7304-02A-12	1.82	'--	e68802e5-c7fb-4416-9229-a62e1fd2bb43	'--	RNA	'--	0.16	'--	mirVana (Allprep DNA) RNA	Yes	1.93	7.2	UV Spec	released	TCGA-DU-7304-02A-12R	'--
TCGA-LGG	d61710c1-8ac3-44e3-b567-66288a6ab731	TCGA-DU-7304	6b57fae7-483f-4b20-97da-96cd7dd57b2b	TCGA-DU-7304-10A	fb5f424a-4a8a-4f3d-87e2-b7d168859d4e	TCGA-DU-7304-10A-01	'--	'--	c331d9bd-a186-452a-bb28-83e3594ab7fc	'--	DNA	'--	0.14	'--	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	TCGA-DU-7304-10A-01D	'--
TCGA-LGG	d61710c1-8ac3-44e3-b567-66288a6ab731	TCGA-DU-7304	6b57fae7-483f-4b20-97da-96cd7dd57b2b	TCGA-DU-7304-10A	fb5f424a-4a8a-4f3d-87e2-b7d168859d4e	TCGA-DU-7304-10A-01	'--	'--	d2ed8aa5-2c84-4d37-9fc6-c5112dca33c2	'--	Repli-G (Qiagen) DNA	'--	0.5	'--	Repli-G	Yes	'--	'--	PicoGreen	released	TCGA-DU-7304-10A-01W	'--
TCGA-LGG	02194c0c-e2c1-4ea7-994a-07b61b2575e2	TCGA-HT-7902	6b57ec87-e97a-40e4-ab96-fca9fa9d6854	TCGA-HT-7902-01A	61599b1e-e880-4515-a6d7-14da066c4292	TCGA-HT-7902-01A-12	'--	'--	0cf2e0a5-9a97-42d3-8f63-f7c669b72e8d	'--	DNA	'--	0.17	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-HT-7902-01A-12D	'--
TCGA-LGG	02194c0c-e2c1-4ea7-994a-07b61b2575e2	TCGA-HT-7902	6b57ec87-e97a-40e4-ab96-fca9fa9d6854	TCGA-HT-7902-01A	61599b1e-e880-4515-a6d7-14da066c4292	TCGA-HT-7902-01A-12	'--	'--	56206293-256c-469d-8bc4-2bc9a3caf16a	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G X	Yes	'--	'--	'--	released	TCGA-HT-7902-01A-12W	'--
TCGA-LGG	02194c0c-e2c1-4ea7-994a-07b61b2575e2	TCGA-HT-7902	6b57ec87-e97a-40e4-ab96-fca9fa9d6854	TCGA-HT-7902-01A	61599b1e-e880-4515-a6d7-14da066c4292	TCGA-HT-7902-01A-12	'--	'--	6db70846-388f-4df7-93fe-83198030de54	'--	RNA	'--	0.15	'--	mirVana (Allprep DNA) RNA	Yes	1.12	7.0	UV Spec	released	TCGA-HT-7902-01A-12R	'--
TCGA-LGG	02194c0c-e2c1-4ea7-994a-07b61b2575e2	TCGA-HT-7902	729d4313-fc83-48ea-9bbf-2e6b3084a9bd	TCGA-HT-7902-10A	db567a1e-3a5f-41de-92b1-fb5fa6ff26e9	TCGA-HT-7902-10A-01	'--	'--	099f7c5a-fa00-457e-a3ed-228e94435b15	'--	Repli-G (Qiagen) DNA	'--	'--	'--	Repli-G X	Yes	'--	'--	'--	released	TCGA-HT-7902-10A-01W	'--
TCGA-LGG	02194c0c-e2c1-4ea7-994a-07b61b2575e2	TCGA-HT-7902	729d4313-fc83-48ea-9bbf-2e6b3084a9bd	TCGA-HT-7902-10A	db567a1e-3a5f-41de-92b1-fb5fa6ff26e9	TCGA-HT-7902-10A-01	'--	'--	d05e4324-61a0-4585-8eba-b2d207d4140e	'--	DNA	'--	0.15	'--	Chemical Lysis DNA Extraction	Yes	'--	'--	PicoGreen	released	TCGA-HT-7902-10A-01D	'--
TCGA-LGG	64cd17eb-c778-45e9-b994-02b68182e51b	TCGA-CS-4944	7a4dc30f-0128-4baf-b6cc-91773bf41e45	TCGA-CS-4944-10A	0caf6790-f51b-498d-b026-702ef705ac8e	TCGA-CS-4944-10A-01	'--	'--	cc13e719-ad08-45bb-af3a-00b2b5da6065	'--	Repli-G (Qiagen) DNA	'--	0.5	'--	Repli-G	Yes	'--	'--	UV Spec	released	TCGA-CS-4944-10A-01W	'--
TCGA-LGG	64cd17eb-c778-45e9-b994-02b68182e51b	TCGA-CS-4944	7a4dc30f-0128-4baf-b6cc-91773bf41e45	TCGA-CS-4944-10A	0caf6790-f51b-498d-b026-702ef705ac8e	TCGA-CS-4944-10A-01	1.9	'--	eebb49c5-5125-4a61-a7ba-19e41d1bc541	'--	DNA	'--	0.15	'--	Chemical Lysis DNA Extraction	Yes	'--	'--	UV Spec	released	TCGA-CS-4944-10A-01D	'--
TCGA-LGG	64cd17eb-c778-45e9-b994-02b68182e51b	TCGA-CS-4944	f1aa24e4-bc7f-427f-9ceb-8caafabfe535	TCGA-CS-4944-01A	91719171-ae3d-4ffb-99cd-ac8d071543d8	TCGA-CS-4944-01A-11	'--	'--	c3861387-409c-4293-bee7-c6c6b2a2d7b8	'--	DNA	'--	0.15	'--	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	TCGA-CS-4944-01A-11D	'--
