"","B","NK","CD4T","CD8T","Mono","Neutro","Eosino"
"TCGA-S9-A7IX-01",0.0710886489271356,0.153304889907539,0.115272420525939,0,0.496946844332779,0,0.163387196306608
"TCGA-HT-8010-01",0.0760618043632522,0.140104381170947,0.07793811766314,0,0.573623700315462,0,0.132271996487199
"TCGA-P5-A5F1-01",0.110398883699936,0.199168344002432,0.258382849790715,0,0.369466754243128,0,0.0625831682637897
"TCGA-VM-A8CF-01",0.120639135065956,0.0699980906644099,0.141883052089787,0,0.485171149491423,0,0.182308572688424
"TCGA-DU-6542-01",0.0282641280662719,0.0518347435506475,0.0546199631986133,0,0.623849341852753,0,0.241431823331714
"TCGA-FG-7638-01",0.103689690738825,0.188870677811361,0.299373119080209,0,0.289769106457882,0,0.118297405911723
"TCGA-VW-A8FI-01",0,0,0,0.0920544172472216,0.687002797636146,0,0.220942785116632
"TCGA-DH-5143-01",0.10530215777258,0.0280429570900312,0.128770754368161,0,0.512732659827837,0,0.225151470941391
"TCGA-DU-7299-01",0.127117527421311,0.172798336625664,0.146651871682105,0,0.417273243195756,0,0.136159021075163
"TCGA-DU-8165-01",0.091817466115069,0.209348589722832,0.114103513266651,0,0.555746622694345,0,0.028983808201103
"TCGA-CS-5393-01",0.0577983595748765,0.0272335027489404,0.121677508476191,0,0.472121528405816,0,0.321169100794176
"TCGA-DU-7011-01",0.130819131742756,0.174471776633766,0.254858594975554,0,0.338924092157788,0,0.100926404490136
"TCGA-TM-A84Q-01",0.172344549548744,0.12749369981289,0.19220548807388,0,0.326473207431784,0,0.181483055132703
"TCGA-DB-5281-01",0.106012040374791,0.104079146734152,0.190469919632782,0,0.415710032282235,0,0.18372886097604
"TCGA-DU-A76L-01",0.0561743829002482,0.127418305596266,0.136636666557193,0,0.553730794480737,0,0.126039850465555
"TCGA-HT-7605-01",0.0126658497292672,0.230488381153139,0.272141278483803,0,0.369912229136363,0,0.114792261497427
"TCGA-FG-A6J1-01",0.135730207107148,0.192916577111425,0.301741953260742,0,0.235865720754634,0,0.133745541766051
"TCGA-DB-5270-01",0.0501047456476544,0.134758482640449,0.168099992654789,0,0.474861530064146,0,0.172175248992961
"TCGA-S9-A6WQ-01",0.0544047972426915,0.138209103532811,0.187470846219919,0,0.426762301414279,0,0.193152951590299
"TCGA-HT-8106-01",0.222963417422074,0.0678878711548501,0.185567537445943,0.0516073136571389,0.373300791544169,0,0.0986730687758259
"TCGA-HT-7608-01",0.0955763366961651,0.119683894111064,0.211003607151308,0,0.44095680998992,0,0.132779352051544
"TCGA-E1-A7YU-01",0.0449940918764291,0.181506708641092,0.163983782634533,0,0.423095412872576,0,0.186420003975369
"TCGA-W9-A837-01",0.119181801623294,0.180398461129318,0.281351588406863,0,0.286407945372218,0,0.132660203468307
"TCGA-TM-A7C5-01",0.0906703482119734,0.214212670549917,0.266819966533234,0,0.291509786577886,0,0.13678722812699
"TCGA-S9-A7QY-01",0.0205216864614115,0.239432541146892,0.239798591263311,0,0.33337483565948,0,0.166872345468905
