"","CDSeq_estimated_cell_type_1","CDSeq_estimated_cell_type_2","CDSeq_estimated_cell_type_3","CDSeq_estimated_cell_type_4","CDSeq_estimated_cell_type_5","CDSeq_estimated_cell_type_6","CDSeq_estimated_cell_type_7","CDSeq_estimated_cell_type_8"
"ZNF365",8.2821955907902e-05,4.61312188953473e-05,8.39975694320335e-05,0.00059467581602737,0.00223640242327275,0.000294227401900278,2.01883251977925e-05,0.000369902139813644
"LPPR1",0.00019068310778796,3.52768144493832e-05,1.78718232834114e-06,0.000252064234777033,0.000144788046965493,0.00271980939805379,1.59381514719414e-05,4.68230556726132e-06
"MET",0.00071072794720967,2.98496122264012e-05,5.89770168352575e-05,0.000203119723169842,0.000401031640875645,0.000102859986030179,3.29388463753456e-05,0.000594652807042188
"CDH5",1.92609199785819e-06,1.35680055574551e-05,0.000280587625549559,9.54417976340223e-05,5.93735156621084e-05,4.54497612691487e-05,0.00100835371645816,0.000472912862293393
"GABBR1",0.000102082875886484,2.71360111149102e-06,9.1146298745398e-05,0.00172039958299276,0.000544778047215486,0.000232032991742496,2.44384989236435e-05,4.68230556726132e-06
"NRSN1",2.50391959721564e-05,0.000295782521152521,4.11051935518462e-05,0.00104985977397425,0.000542694765964184,0.000136349283807446,1.80632383348669e-05,0.00028562063960294
"THBS1",0.000402553227552361,0.0009361923834644,1.96590056117525e-05,2.44722558035955e-06,9.06227344316392e-05,0.000251169733329506,0.00239603543794853,0.000332443695275554
"FAM21B",0.000113639427873633,2.71360111149102e-06,4.46795582085284e-05,5.13917371875505e-05,0.000107288984442056,0.000179406952378219,0.000107316886577739,0.00010769302804701
"SNCB",8.66741399036184e-05,8.14080333447305e-06,2.68077349251171e-05,0.000765981606652538,0.000230202578268877,4.54497612691487e-05,7.43780402023933e-06,4.68230556726132e-06
"SDPR",5.77827599357456e-06,8.14080333447305e-06,0.000266290166922829,0.000731720448527504,0.000340616484587885,0.000409047851422338,0.000589711604461832,0.000257526806199373
"C1orf115",6.35610359293201e-05,1.35680055574551e-05,7.32744754619866e-05,0.000579992462545213,0.000694774297309234,2.15288342853862e-05,0.000228446837764494,2.34115278363066e-05
"NPY",1.73348279807237e-05,2.71360111149102e-06,0.000180505415162455,0.00054083685325946,0.000169787421981117,2.39209269837625e-06,1.38130646090159e-05,7.02345835089198e-05
"GRM3",4.43001159507383e-05,2.44224100034191e-05,1.96590056117525e-05,0.000619148071830965,0.000559361015974601,0.000121996727617189,0.000351701875814174,4.68230556726132e-06
"SOX10",1.73348279807237e-05,6.24128255642934e-05,1.60846409550702e-05,0.000354847709152134,7.29148437955718e-06,0.000897034761891093,1.38130646090159e-05,1.4046916701784e-05
"GPX8",0.000167570003813662,0.000317491330044449,0.000148336133252314,7.34167674107864e-06,4.2707265651692e-05,3.58813904756437e-05,0.000838346767424118,0.000416725195486257
"HHATL",3.65957479593055e-05,0.000127539252240078,8.93591164170569e-06,0.000780664960134695,0.000178120546986325,4.06655758723962e-05,1.06254343146276e-06,4.68230556726132e-06
"ATP1B1",0.000163717819817946,0.00157660224577628,0.00196053901419023,0.00925295991933944,0.0257837304067398,0.00520758580436509,0.000137068102658696,0.000856861918808821
"DNM1",4.04479319550219e-05,7.32672300102574e-05,5.36154698502341e-06,0.00112817099254575,0.00027395148454622,3.58813904756437e-05,4.56893675528987e-05,7.02345835089198e-05
"CCDC102B",0.000179126555800811,0.00013296645446306,0.000212674697072595,3.18139325446741e-05,6.77066406673166e-05,2.63130196821387e-05,0.00295280819603501,0.00125017558645877
"BEX5",3.27435639635892e-05,2.71360111149102e-06,1.2510276298388e-05,0.000477208988170112,0.00121976117263735,0.000739156643798261,6.05649755933774e-05,0.000135786861450578
"CFH",5.97088519336038e-05,0.000344627341159359,0.000355649283339886,0.000129702955759056,8.0206328175129e-05,2.39209269837625e-06,0.00184138776672496,0.000894320363346912
"ATRNL1",5.58566679378874e-05,5.15584211183293e-05,5.36154698502341e-06,2.44722558035955e-06,0.00124892711015558,0.000270306474916516,4.14391938270477e-05,7.95991946434424e-05
"GIMAP7",3.27435639635892e-05,0.000165529667800952,0.00021982342638596,0.000266747588259191,0.000253118672033199,0.000232032991742496,0.00124848853196874,0.000182609917123191
"MCAM",9.63045998929093e-06,0.000344627341159359,0.000562962433427458,0.000442947830045078,7.29148437955718e-06,0.000246385547932753,0.00465925294696421,0.00123144636418973
"JPH4",2.50391959721564e-05,2.44224100034191e-05,4.46795582085284e-05,0.00101559861584921,0.000311450547069657,0.000342069255867803,2.44384989236435e-05,8.89638057779651e-05
"MMRN2",8.2821955907902e-05,2.44224100034191e-05,1.96590056117525e-05,6.60750906697078e-05,1.97911718873695e-05,0.000131565098410694,0.00061946282054279,0.000117057639181533
"KIAA2022",0.000217648395757975,1.35680055574551e-05,4.46795582085284e-05,2.20250302232359e-05,0.00051769539094856,0.000791782683162538,3.08137595124201e-05,0.000201339139392237
"FSTL5",4.04479319550219e-05,8.14080333447305e-06,9.1146298745398e-05,0.000119914053437618,0.000378115547111322,5.02339466659012e-05,2.44384989236435e-05,3.27761389708292e-05
"LOC100287562",0.000117491611869349,2.44224100034191e-05,0.000223397791042642,0.000139491858080494,1.56246093847654e-05,0.000208112064758734,0.00233228283206076,0.000294985250737463
"PDLIM1",4.43001159507383e-05,0.00026864651003761,4.82539228652107e-05,6.11806395089887e-05,1.14580468821613e-05,0.000117212542220436,0.000776719248399278,4.21407501053519e-05
"RIMBP2",2.50391959721564e-05,4.61312188953473e-05,1.2510276298388e-05,7.09695418304268e-05,0.000367699140854812,0.000131565098410694,1.80632383348669e-05,6.08699723743971e-05
"CXCL10",7.89697719121856e-05,0.000751667507883011,0.000155484862565679,0.000154175211562651,1.04164062565103e-06,7.17627809512874e-06,0.000124317581481143,4.68230556726132e-06
"HMCN1",5.77827599357456e-06,3.52768144493832e-05,9.1146298745398e-05,4.64972860268314e-05,1.97911718873695e-05,9.32916152366737e-05,0.000430330089742418,2.34115278363066e-05
"CTHRC1",0.0001059350598822,4.07040166723652e-05,1.78718232834114e-06,9.05473464733032e-05,1.14580468821613e-05,0.000495163188563883,0.000802220290754385,0.00028562063960294
"FOXF2",7.89697719121856e-05,8.14080333447305e-06,0.000180505415162455,8.0758444151865e-05,3.64574218977859e-05,7.89390590464162e-05,0.00086597289664215,4.68230556726132e-06
"HK2",0.00514459172627921,0.000312064127821467,4.82539228652107e-05,2.44722558035955e-06,3.64574218977859e-05,0.000633904565069706,2.86886726494945e-05,0.000182609917123191
"PDPN",0.00360757031198838,0.00224414811920307,0.000981163098259284,4.16028348661123e-05,1.04164062565103e-06,0.000327716699677546,1.80632383348669e-05,0.0017184061431849
"EGLN3",0.00466692091081038,5.69856233413113e-05,0.000484326410980448,1.71305790625168e-05,0.000423947734639967,0.000255953918726258,3.18763029438828e-06,2.34115278363066e-05
"RUNDC3B",1.73348279807237e-05,2.98496122264012e-05,0.000112592486685492,2.44722558035955e-06,0.00124476054765298,0.000399479480628833,0.00112098332019321,0.000182609917123191
"FRZB",7.89697719121856e-05,2.71360111149102e-06,1.78718232834114e-06,8.56528953125841e-05,3.43741406464838e-05,0.00153811560505593,0.00193701667555661,6.08699723743971e-05
"PEX5L",4.04479319550219e-05,4.07040166723652e-05,3.39564642384816e-05,0.000408686671920044,0.000401031640875645,0.000141133469204199,3.29388463753456e-05,4.68230556726132e-06
"BEX2",0.000379440123578063,0.000111257645571132,1.2510276298388e-05,0.00161761610861766,0.00295096789246936,0.00173905139171953,7.43780402023933e-06,0.000341808306410076
"KCND2",0.000171422187809379,2.71360111149102e-06,0.000577259892054187,2.44722558035955e-06,0.00115726273509829,0.0037866827415296,5.20646281416753e-05,4.68230556726132e-06
"METTL7B",1.92609199785819e-06,0.00147348540353962,0.00359044929763734,0.000100336248794741,3.12492187695308e-06,2.15288342853862e-05,1.06254343146276e-06,0.00334784848059184
"SLC38A11",5.77827599357456e-06,1.35680055574551e-05,6.61257461486221e-05,1.22361279017977e-05,3.64574218977859e-05,0.000107644171426931,0.000462206392686301,3.27761389708292e-05
"DCT",2.88913799678728e-05,2.71360111149102e-06,1.78718232834114e-06,2.20250302232359e-05,1.35413281334633e-05,0.00225095922917205,9.56289088316485e-06,1.4046916701784e-05
"F13A1",0.000213796211762259,0.000355481745605323,1.78718232834114e-06,5.62861883482696e-05,3.22908593951818e-05,4.06655758723962e-05,0.00041545448170194,0.000304349861871986
"ABCG2",5.77827599357456e-06,0.00010583044334815,0.000598706079994281,0.000305903197544943,0.000415614609634759,0.00096879754284238,0.00114648436254832,0.00024816219506485
"C4A",0.000152161267830797,4.07040166723652e-05,0.00108124530864639,0.000212908625491281,1.35413281334633e-05,8.37232444431687e-05,9.24412785372602e-05,3.27761389708292e-05
"DPEP1",1.92609199785819e-06,4.07040166723652e-05,0.000119741215998856,2.44722558035955e-06,3.12492187695308e-06,8.37232444431687e-05,0.000338951354636621,3.27761389708292e-05
"PTPRN",0.000175274371805095,2.71360111149102e-06,3.39564642384816e-05,0.000765981606652538,0.000144788046965493,0.000131565098410694,7.43780402023933e-06,8.89638057779651e-05
"FOLH1",1.73348279807237e-05,6.24128255642934e-05,0.000130464309968903,0.000149280760401932,6.97899219186187e-05,0.000179406952378219,0.000559960388380875,6.08699723743971e-05
"PIEZO2",7.51175879164692e-05,8.14080333447305e-06,5.54026521785753e-05,2.44722558035955e-06,5.52069531595043e-05,0.000184191137774971,0.000579086170147205,4.21407501053519e-05
"GSTT1",2.88913799678728e-05,8.41216344562215e-05,0.000302033813489652,5.62861883482696e-05,0.000217702890761064,0.000251169733329506,0.000122192494618218,0.000220068361661282
"DLGAP1",5.2004483942171e-05,4.07040166723652e-05,0.000319905636773064,0.000423370025402202,0.00145933851653709,0.000686530604433983,1.59381514719414e-05,2.34115278363066e-05
"EPB49",5.97088519336038e-05,2.44224100034191e-05,1.60846409550702e-05,0.00165677171790341,0.000269784922043616,2.39209269837625e-06,4.56893675528987e-05,0.000154516083719624
"LAMP5",0.000113639427873633,2.71360111149102e-06,0.000126889945312221,0.000633831425313122,0.000328116797080073,5.02339466659012e-05,4.99395412787498e-05,0.000238797583930327
"ATP8A1",9.43785078950511e-05,4.07040166723652e-05,1.78718232834114e-06,0.000462525634687954,0.00201557461063473,0.00098793428442939,6.05649755933774e-05,4.68230556726132e-06
"GABRB1",5.58566679378874e-05,8.14080333447305e-06,0.000148336133252314,0.00043315892772364,0.000388531953367832,5.02339466659012e-05,2.44384989236435e-05,0.000294985250737463
"ANO3",9.63045998929093e-06,1.89952077804371e-05,2.68077349251171e-05,0.000335269904509258,0.000482279609676425,0.000121996727617189,7.96907573597071e-05,2.34115278363066e-05
"KLHL32",3.65957479593055e-05,0.000122112050017096,5.36154698502341e-06,0.000305903197544943,0.000498945859686841,0.000476026446976873,3.29388463753456e-05,3.27761389708292e-05
"SSTR1",1.92609199785819e-06,1.35680055574551e-05,1.78718232834114e-06,8.56528953125841e-05,0.000342699765839187,7.89390590464162e-05,1.59381514719414e-05,5.15053612398745e-05
"NKAIN4",3.65957479593055e-05,1.89952077804371e-05,0.000956142545662508,0.000178647467366247,1.77078906360674e-05,0.000992718469826143,2.86886726494945e-05,1.4046916701784e-05
"CP",0.000718432315201103,0.000670259474538281,8.04232047753512e-05,2.6919481383955e-05,1.04164062565103e-06,0.000901818947287845,9.24412785372602e-05,0.000632111251580278
"CNKSR2",0.00024461368372799,2.71360111149102e-06,0.000212674697072595,0.00064851477879528,0.0025905602359941,0.000586062711102181,1.80632383348669e-05,0.00010769302804701
"FAM155A",5.77827599357456e-06,1.89952077804371e-05,1.2510276298388e-05,0.000178647467366247,0.000961434297475896,0.00103577613839692,5.84398887304519e-05,0.00074448658519455
"APOD",1.92609199785819e-06,1.35680055574551e-05,0.00117775315437681,0.00817128621282052,0.00054894460971809,0.000806135239352795,0.00119748644725853,0.000669569696118369
"PKIB",0.000182978739796528,0.00188595277248626,0.00073810630160489,7.34167674107864e-06,0.000221869453263668,7.17627809512874e-06,2.6563585786569e-05,0.00145619703141827
"TXNDC5",0.00023305713174084,0.000431462576727071,0.000638024091217786,8.56528953125841e-05,4.47905469029941e-05,0.000418616222215843,0.00107210632234593,0.00187760453247179
"PENK",1.92609199785819e-06,1.35680055574551e-05,0.00014118740393895,2.20250302232359e-05,0.000217702890761064,0.000117212542220436,6.90653230450795e-05,0.000220068361661282
"SYP",3.27435639635892e-05,3.52768144493832e-05,3.39564642384816e-05,0.00140226025754602,0.00028436789080273,0.000131565098410694,2.44384989236435e-05,0.000145151472585101
"FCGBP",0.000387144491569495,0.00269460590371058,0.000473603317010401,1.22361279017977e-05,3.12492187695308e-06,0.000394695295232081,0.000307075051692738,0.000585288195907665
"FGF9",4.81522999464546e-05,2.71360111149102e-06,1.78718232834114e-06,0.000129702955759056,0.00043644742214778,0.000203327879361981,3.29388463753456e-05,4.68230556726132e-06
"CAV1",0.0109690939278024,0.000464025790064964,4.46795582085284e-05,2.44722558035955e-06,0.000101039140688149,0.000643472935863211,0.00225577970499544,0.000650840473849323
"GJA4",1.92609199785819e-06,8.41216344562215e-05,4.46795582085284e-05,2.44722558035955e-06,4.2707265651692e-05,4.06655758723962e-05,0.00043883043719412,8.89638057779651e-05
"SEPT3",0.000167570003813662,2.71360111149102e-06,0.000387818565250027,0.00239093939201128,0.000713523828570952,0.000763077570782023,9.56289088316485e-06,0.00010769302804701
"PCDH12",4.04479319550219e-05,6.24128255642934e-05,0.000112592486685492,7.58639929911459e-05,3.12492187695308e-06,7.89390590464162e-05,0.000385703265620982,7.95991946434424e-05
"NELL2",3.65957479593055e-05,0.00053457941896373,0.000362798012653251,0.000898131787991954,0.00215098789196937,0.000571710154911923,3.18763029438828e-06,0.000276256028468418
"NCAN",1.34826439850073e-05,0.000925337979018436,0.0052739750509347,0.00158335495049263,9.06227344316392e-05,0.00188257695362211,1.06254343146276e-06,0.000575923584773142
"SNAI2",5.2004483942171e-05,0.000312064127821467,4.11051935518462e-05,2.6919481383955e-05,4.2707265651692e-05,0.000227248806345744,0.000902099373311884,4.68230556726132e-06
"DLL4",1.34826439850073e-05,7.32672300102574e-05,0.000144761768595632,1.22361279017977e-05,2.81242968925777e-05,8.85074298399212e-05,0.000504708129944812,5.15053612398745e-05
"NDUFA4L2",0.000683762659239656,9.49760389021855e-05,0.000237695249669371,0.000149280760401932,1.77078906360674e-05,7.17627809512874e-06,0.001869013895943,8.89638057779651e-05
"CARTPT",9.63045998929093e-06,1.35680055574551e-05,1.78718232834114e-06,0.00059467581602737,0.000230202578268877,2.39209269837625e-06,1.06254343146276e-06,4.68230556726132e-06
"NXPH1",2.50391959721564e-05,1.35680055574551e-05,0.000137613039282268,6.11806395089887e-05,0.000419781172137363,0.00292552937011415,5.3127171573138e-06,0.000117057639181533
"PACSIN1",1.34826439850073e-05,2.71360111149102e-06,3.03820995817993e-05,0.000638725876473842,0.000119788671949868,3.10972050788912e-05,9.56289088316485e-06,2.34115278363066e-05
"MT3",0.00836886973069382,6.78400277872754e-05,0.0142885227150874,0.0013973658063853,0.0050238327375149,0.000121996727617189,1.06254343146276e-06,0.0157746874561034
"PPP1R9A",2.88913799678728e-05,2.71360111149102e-06,1.78718232834114e-06,0.00118690440647438,0.0016759997666725,0.00174383557711628,3.29388463753456e-05,0.00124081097532425
"CKMT1A",1.92609199785819e-06,2.71360111149102e-06,3.03820995817993e-05,0.000677881485759594,0.000109372265693358,0.000131565098410694,1.38130646090159e-05,4.68230556726132e-06
"ANGPTL4",0.0022246362575262,0.00018723847669288,0.000109018122028809,0.000159069662723371,1.04164062565103e-06,2.39209269837625e-06,7.33154967709305e-05,4.68230556726132e-06
"AMPH",6.74132199250365e-05,8.14080333447305e-06,8.93591164170569e-06,0.000736614899688223,0.00121767789138605,0.000265522289519763,7.33154967709305e-05,4.68230556726132e-06
"TUBA4A",0.000163717819817946,1.89952077804371e-05,5.36154698502341e-06,0.00234688933156481,0.000669774922293609,1.67446488886337e-05,5.84398887304519e-05,0.000145151472585101
"KLK6",9.63045998929093e-06,0.000371763352274269,4.46795582085284e-05,0.000903026239152673,3.12492187695308e-06,0.000141133469204199,7.43780402023933e-06,4.68230556726132e-06
"IGFBP7",1.92609199785819e-06,0.00725345577101548,0.0020463237659506,0.00011012515111618,0.00131767539144855,0.00096879754284238,0.025179091695373,0.0154656552886641
"ODZ2",7.12654039207529e-05,2.71360111149102e-06,4.82539228652107e-05,0.000281430941741348,0.000426031015891269,0.000255953918726258,2.44384989236435e-05,7.95991946434424e-05
"MMP13",5.77827599357456e-06,8.95488366792035e-05,1.78718232834114e-06,2.44722558035955e-06,1.04164062565103e-06,1.67446488886337e-05,0.000370827657580504,4.68230556726132e-06
"ACSL6",9.63045998929093e-06,8.95488366792035e-05,0.000269864531579512,8.0758444151865e-05,0.00219473679824671,0.000461673890786616,3.08137595124201e-05,0.000201339139392237
"FBXO2",5.97088519336038e-05,9.49760389021855e-05,2.32333702684348e-05,0.000765981606652538,0.00021353632825846,3.10972050788912e-05,1.06254343146276e-06,0.000229432972795805
"ACVRL1",5.97088519336038e-05,0.000116684847794114,6.97001108053044e-05,4.64972860268314e-05,2.39577343899736e-05,0.000150701839997704,0.000602462125639386,3.27761389708292e-05
"HOXA7",0.000113639427873633,0.000198092881138844,0.00034492618936984,1.22361279017977e-05,7.29148437955718e-06,0.000543005042531408,3.50639332382711e-05,7.02345835089198e-05
"MCF2",1.92609199785819e-06,1.35680055574551e-05,8.93591164170569e-06,2.6919481383955e-05,0.000430197578393873,0.000227248806345744,9.56289088316485e-06,7.95991946434424e-05
"LDB2",5.2004483942171e-05,0.000116684847794114,0.000112592486685492,0.000442947830045078,0.0011718457038574,7.17627809512874e-06,0.000630088254857417,0.00010769302804701
"IRX2",3.65957479593055e-05,2.71360111149102e-06,1.78718232834114e-06,2.20250302232359e-05,3.12492187695308e-06,0.000600415267292438,4.14391938270477e-05,7.02345835089198e-05
"CADM2",0.000961119906931235,0.000322918532267431,0.00168173857096901,2.20250302232359e-05,0.0144715132121697,0.0171249916276756,1.06254343146276e-06,0.00292644097953832
"DACH1",5.77827599357456e-06,8.14080333447305e-06,5.36154698502341e-06,2.44722558035955e-06,0.000259368515787105,0.00131325889140856,0.000362327310128802,0.000191974528257714
"LGI1",9.63045998929093e-06,0.000154675263354988,0.000116166851342174,0.000496786792812988,0.000876019766172512,0.000117212542220436,6.05649755933774e-05,0.000145151472585101
"ARHGDIG",6.74132199250365e-05,8.14080333447305e-06,4.11051935518462e-05,0.000516364597455864,0.000234369140771481,7.17627809512874e-06,1.80632383348669e-05,4.21407501053519e-05
"CXCL12",1.73348279807237e-05,6.78400277872754e-05,1.2510276298388e-05,6.60750906697078e-05,0.000117705390698566,7.89390590464162e-05,0.000615212646816939,8.89638057779651e-05
"LAMB1",0.000741545419175401,9.49760389021855e-05,4.82539228652107e-05,2.6919481383955e-05,8.43728906777331e-05,0.000251169733329506,0.0037008387717848,0.00143746780914923
"NDRG1",0.00670857842854006,0.00021437448780779,3.39564642384816e-05,0.000731720448527504,0.000198953359499346,2.39209269837625e-06,4.99395412787498e-05,0.000435454417755303
"CBLN2",1.34826439850073e-05,2.98496122264012e-05,1.2510276298388e-05,0.000115019602276899,0.000357282734598302,5.98023174594062e-05,2.86886726494945e-05,1.4046916701784e-05
"F2R",0.000672206107252507,0.000626841856754425,0.00217142652893448,7.34167674107864e-06,1.77078906360674e-05,0.000222464620948991,0.00438936691537267,0.00281406564592405
"HOXA10",0.000117491611869349,2.71360111149102e-06,6.61257461486221e-05,2.44722558035955e-06,1.14580468821613e-05,0.000825271980939805,3.29388463753456e-05,0.000229432972795805
"TCEAL6",3.27435639635892e-05,2.71360111149102e-06,3.03820995817993e-05,0.000521259048616583,0.000234369140771481,0.000179406952378219,1.59381514719414e-05,5.15053612398745e-05
"IFITM1",1.92609199785819e-06,0.000637696261200389,0.00134574829324088,0.000956865201920583,9.47892969342433e-05,3.10972050788912e-05,0.00158000208258513,0.000257526806199373
"FAM180A",0.000614423347316761,1.35680055574551e-05,4.11051935518462e-05,2.44722558035955e-06,3.12492187695308e-06,8.85074298399212e-05,1.16879777460904e-05,4.21407501053519e-05
"ERG",2.88913799678728e-05,5.69856233413113e-05,8.04232047753512e-05,9.05473464733032e-05,4.062398440039e-05,0.000126780913013941,0.000534459346025769,5.15053612398745e-05
"KCNJ16",5.77827599357456e-06,6.78400277872754e-05,0.00137076884583765,7.34167674107864e-06,0.000890602734931627,0.00108361799236444,3.18763029438828e-06,0.00038863136208269
"QPCT",9.63045998929093e-06,0.000322918532267431,0.000184079779819137,0.000384214416116449,0.000417697890886061,0.000131565098410694,0.000825596246246565,0.000117057639181533
"BCL6B",3.65957479593055e-05,8.14080333447305e-06,9.47206634020803e-05,3.18139325446741e-05,4.062398440039e-05,0.000131565098410694,0.000379328005032206,8.89638057779651e-05
"SEC61G",0.0139391277884997,0.000143820858909024,0.01945705400865,2.44722558035955e-06,0.000180203828237627,2.39209269837625e-06,0.000780969422125129,4.68230556726132e-06
"ESCO2",1.92609199785819e-06,0.000306636925598485,0.000209100332415913,2.44722558035955e-06,9.37476563085923e-06,0.0024471108304389,0.000279448922474706,0.00010769302804701
"LRRTM4",3.27435639635892e-05,8.14080333447305e-06,6.61257461486221e-05,2.6919481383955e-05,0.00036561585960351,0.000519084115547646,2.01883251977925e-05,0.000145151472585101
"FGF12",9.63045998929093e-06,0.00102302761903211,2.68077349251171e-05,7.34167674107864e-06,0.0122049032107531,0.00587258757451369,0.000349576788951248,0.000163880694854146
"TFPI",0.00124232933861853,0.0010881540457079,0.000309182542803017,3.67083837053932e-05,3.02075781438797e-05,0.00125584866664753,0.00284017859229996,0.00276724259025144
"KCNE3",5.58566679378874e-05,7.86944322332394e-05,3.03820995817993e-05,2.6919481383955e-05,2.39577343899736e-05,0.000136349283807446,0.00100622862959523,0.00010769302804701
"CENPF",0.000753101971162551,0.000453171385619,0.0021678521642778,4.16028348661123e-05,1.04164062565103e-06,0.0129101242931366,0.00173088324985284,0.00140000936461113
"TPM2",0.000275431155693721,0.000496589003402856,5.36154698502341e-06,0.000115019602276899,2.39577343899736e-05,6.93706882529112e-05,0.00190514037261273,3.27761389708292e-05
"SOCS3",0.000907189330991205,0.000735385901214065,0.000166207956535726,5.13917371875505e-05,7.29148437955718e-06,3.58813904756437e-05,0.000300699791103961,0.000229432972795805
"ERBB4",7.89697719121856e-05,0.000122112050017096,0.000573685527397505,0.00032548100218782,0.00107393148504621,0.000868329649510578,2.86886726494945e-05,0.000229432972795805
"KCNJ3",1.73348279807237e-05,2.44224100034191e-05,1.78718232834114e-06,2.44722558035955e-06,0.000378115547111322,0.000126780913013941,7.43780402023933e-06,1.4046916701784e-05
"ANKRD20A2",0.000252318051719422,1.35680055574551e-05,1.2510276298388e-05,2.6919481383955e-05,0.000390615234619135,0.000734372458401508,3.18763029438828e-06,0.000828768085405254
"RIMS3",7.12654039207529e-05,2.71360111149102e-06,5.36154698502341e-06,0.000942181848438425,0.000323950234577469,0.000145917654600951,5.20646281416753e-05,7.02345835089198e-05
"KCNIP4",0.000290839891676586,2.44224100034191e-05,0.000244843978982736,0.000208014174330561,0.000836437422397773,0.000107644171426931,5.20646281416753e-05,5.15053612398745e-05
"IGFBP4",2.118701197644e-05,0.000143820858909024,0.000101869392715445,6.60750906697078e-05,3.02075781438797e-05,0.000117212542220436,0.000704466295059811,4.21407501053519e-05
"SOX11",0.00492116505452766,2.44224100034191e-05,0.00101333238016942,0.000178647467366247,7.29148437955718e-06,0.0208423036809522,0.000166819318739653,1.4046916701784e-05
"CNTN2",2.50391959721564e-05,0.00016010246557797,3.03820995817993e-05,0.000878553983349077,6.14567969134105e-05,0.000461673890786616,1.38130646090159e-05,4.21407501053519e-05
"OLFML3",9.63045998929093e-06,0.000491161801179874,0.000187654144475819,1.22361279017977e-05,9.89558594368474e-05,0.000198543693965229,0.00208364766909847,0.00147492625368732
"CKMT1B",1.92609199785819e-06,2.71360111149102e-06,1.60846409550702e-05,0.000521259048616583,0.000117705390698566,0.000236817177139249,1.06254343146276e-06,3.27761389708292e-05
"LAMA4",0.000175274371805095,0.000458598587841982,0.000437859670443579,1.22361279017977e-05,4.2707265651692e-05,0.000222464620948991,0.00344795343509666,0.000323079084141031
"RAB27B",4.43001159507383e-05,6.24128255642934e-05,5.36154698502341e-06,2.6919481383955e-05,0.000828104297392565,0.000232032991742496,5.20646281416753e-05,7.95991946434424e-05
"LOC541471",0.000502710011440986,0.000322918532267431,0.000169782321192408,1.71305790625168e-05,0.00012187195320117,7.17627809512874e-06,0.00361158512354192,0.000950508030154048
"PLEK2",1.73348279807237e-05,0.000149248061132006,2.68077349251171e-05,2.44722558035955e-06,1.77078906360674e-05,9.32916152366737e-05,0.000343201528362472,0.00010769302804701
"JAKMIP1",2.88913799678728e-05,2.71360111149102e-06,1.60846409550702e-05,0.000384214416116449,0.000267701640792314,0.000150701839997704,2.2313412060718e-05,5.15053612398745e-05
"BEX1",1.92609199785819e-06,0.000176384072246916,0.000652321549844515,0.00141694361102818,0.00457384398723365,0.003121680971381,1.06254343146276e-06,0.00100669569696118
"NR5A2",9.63045998929093e-06,5.15584211183293e-05,8.04232047753512e-05,2.44722558035955e-06,9.37476563085923e-06,0.000112428356823684,0.000300699791103961,6.08699723743971e-05
"CYP1B1",0.000167570003813662,0.000230656094476736,1.78718232834114e-06,9.05473464733032e-05,0.00020311992200195,9.32916152366737e-05,0.00162675399356949,0.000931778807885003
"PLXDC1",8.66741399036184e-05,0.00010583044334815,6.25513814919398e-05,0.000159069662723371,4.47905469029941e-05,4.54497612691487e-05,0.00122298748961364,1.4046916701784e-05
"SEZ6L",0.000325509547638033,2.71360111149102e-06,0.00202845194266719,7.34167674107864e-06,0.00179058023549411,0.00315995445455502,3.08137595124201e-05,0.000117057639181533
"NTN4",2.50391959721564e-05,5.15584211183293e-05,1.78718232834114e-06,8.56528953125841e-05,0.000451030390906894,0.000676962233640478,0.000124317581481143,3.27761389708292e-05
"EPHB1",9.82306918907675e-05,2.71360111149102e-06,4.46795582085284e-05,0.000296114295223505,0.000251035390781897,0.0031121126005875,1.38130646090159e-05,0.00024816219506485
"PNOC",1.92609199785819e-06,5.69856233413113e-05,0.000116166851342174,0.000291219844062786,9.68725781855454e-05,6.93706882529112e-05,1.06254343146276e-06,0.000351172917544599
"SEMA3D",1.92609199785819e-06,1.35680055574551e-05,8.93591164170569e-06,1.22361279017977e-05,9.47892969342433e-05,0.00091138731808135,2.2313412060718e-05,0.000126422250316056
"PRSS3",1.34826439850073e-05,4.07040166723652e-05,9.82950280587626e-05,0.000291219844062786,0.000346866328341791,7.17627809512874e-06,0.00011156706030359,0.00010769302804701
"DDN",3.65957479593055e-05,2.71360111149102e-06,3.03820995817993e-05,0.000589781364866651,0.000159371015724607,3.58813904756437e-05,1.06254343146276e-06,5.15053612398745e-05
"RERGL",5.77827599357456e-06,6.24128255642934e-05,1.78718232834114e-06,9.05473464733032e-05,8.85394531803372e-05,7.41548736496637e-05,0.000411204307976089,3.27761389708292e-05
"ANK3",9.63045998929093e-06,2.71360111149102e-06,0.000234120885012689,0.00173997738763564,0.00131767539144855,0.000509515744754141,2.44384989236435e-05,0.000304349861871986
"CTSK",0.000152161267830797,0.000111257645571132,1.78718232834114e-06,0.000139491858080494,4.2707265651692e-05,2.39209269837625e-06,0.000836221680561193,0.000257526806199373
"RGS1",0.00254436752917066,0.00396457122388837,1.2510276298388e-05,0.000183541918526966,6.97899219186187e-05,0.000198543693965229,0.000706591381922736,0.000444819028889825
"MT1X",0.0249062956243042,2.71360111149102e-06,0.00693962898094864,0.00166656062022485,0.000767689141104806,0.00266239917329276,5.3127171573138e-06,0.0045277894835417
