"","CDSeq_estimated_cell_type_1","CDSeq_estimated_cell_type_2","CDSeq_estimated_cell_type_3","CDSeq_estimated_cell_type_4","CDSeq_estimated_cell_type_5","CDSeq_estimated_cell_type_6","CDSeq_estimated_cell_type_7","CDSeq_estimated_cell_type_8"
"ATP8B1",7.51175879164692e-05,5.15584211183293e-05,1.78718232834114e-06,2.44722558035955e-06,6.14567969134105e-05,9.32916152366737e-05,0.000504708129944812,0.000135786861450578
"ST6GALNAC3",2.88913799678728e-05,0.000138393656686042,2.68077349251171e-05,8.0758444151865e-05,0.000134371640708982,0.000217680435552239,0.000428205002879493,2.34115278363066e-05
"DYSF",4.81522999464546e-05,7.86944322332394e-05,6.61257461486221e-05,0.000212908625491281,1.04164062565103e-06,7.89390590464162e-05,0.000249697706393749,4.21407501053519e-05
"MACROD2",8.2821955907902e-05,1.35680055574551e-05,2.32333702684348e-05,9.05473464733032e-05,0.000303117422064448,0.000217680435552239,4.14391938270477e-05,0.000145151472585101
"RGS20",7.51175879164692e-05,2.98496122264012e-05,0.000176931050505773,0.000124808504598337,0.000461446797163404,0.000136349283807446,4.78144544158242e-05,2.34115278363066e-05
"TBX5",4.81522999464546e-05,5.15584211183293e-05,3.39564642384816e-05,2.44722558035955e-06,5.20820312825513e-06,0.000303795772693783,1.16879777460904e-05,4.68230556726132e-06
"SCN7A",4.04479319550219e-05,0.00134323255018805,0.000312756907459699,2.44722558035955e-06,0.000309367265818355,0.000241601362536001,3.08137595124201e-05,0.00117525869738259
"OCIAD2",0.0016814783141302,0.00444216501951079,0.00140293812774779,7.34167674107864e-06,0.000534361640958976,0.000136349283807446,0.000719341903100289,0.00169031230978134
"PEG3",0.00037173575558663,0.000360908947828305,0.000995460556886014,0.000134597406919775,0.00692586851995367,0.00314081771296801,3.93141069641222e-05,0.000632111251580278
"IGF2BP2",0.000437222883513808,9.49760389021855e-05,0.000273438896236194,3.18139325446741e-05,1.97911718873695e-05,0.000126780913013941,6.48151493192284e-05,0.000332443695275554
"ABCD2",2.50391959721564e-05,0.000127539252240078,0.000273438896236194,2.6919481383955e-05,0.000515612109697258,0.000303795772693783,1.80632383348669e-05,0.000201339139392237
"ARX",5.97088519336038e-05,8.95488366792035e-05,0.000148336133252314,5.62861883482696e-05,0.000184370390740231,0.000150701839997704,3.29388463753456e-05,2.34115278363066e-05
"IQGAP2",0.000471892539475255,0.000328345734490413,0.0011991993423169,2.20250302232359e-05,1.77078906360674e-05,0.000303795772693783,0.000755468379770023,0.00078194502973264
"LOC100130938",2.118701197644e-05,2.44224100034191e-05,8.39975694320335e-05,3.67083837053932e-05,1.04164062565103e-06,1.19604634918812e-05,0.000209321055998164,7.95991946434424e-05
"CXorf1",4.04479319550219e-05,2.44224100034191e-05,1.2510276298388e-05,0.000154175211562651,0.000153121171970701,0.000485594817770378,1.59381514719414e-05,9.83284169124877e-05
"SV2A",0.000236909315736557,0.000100403241125168,0.000866783429245452,0.00265034530352939,0.000361449297100906,0.000471242261580121,1.06254343146276e-06,0.000828768085405254
"EPHA1-AS1",0.000918745882978355,1.35680055574551e-05,3.03820995817993e-05,3.67083837053932e-05,3.22908593951818e-05,0.000260738104123011,4.56893675528987e-05,5.15053612398745e-05
"SFRP2",5.77827599357456e-06,4.61312188953473e-05,4.11051935518462e-05,0.000203119723169842,1.04164062565103e-06,0.000251169733329506,0.000128567755206994,9.83284169124877e-05
"GPR4",7.12654039207529e-05,1.89952077804371e-05,7.32744754619866e-05,2.44722558035955e-06,3.64574218977859e-05,0.000102859986030179,0.000249697706393749,7.02345835089198e-05
"DAAM2",5.97088519336038e-05,3.52768144493832e-05,6.25513814919398e-05,0.000903026239152673,5.31236719082023e-05,0.000217680435552239,0.000211446142861089,4.68230556726132e-06
"RBM11",1.92609199785819e-06,5.15584211183293e-05,3.03820995817993e-05,0.000124808504598337,0.000190620234494138,2.15288342853862e-05,2.2313412060718e-05,4.21407501053519e-05
"SULF1",5.2004483942171e-05,6.24128255642934e-05,1.78718232834114e-06,4.16028348661123e-05,8.0206328175129e-05,0.000394695295232081,0.000128567755206994,0.000304349861871986
"WEE1",0.00390033629566283,0.000740813103437047,0.00100260928619938,7.34167674107864e-06,5.20820312825513e-06,0.00122714355426701,0.000236947185216196,0.000397995973217212
"DKK1",4.04479319550219e-05,2.71360111149102e-06,1.78718232834114e-06,1.22361279017977e-05,6.97899219186187e-05,0.000236817177139249,9.66914522631113e-05,0.00042608980662078
"PCDHA10",0.000452631619496674,0.000301209723375503,0.000466454587697037,4.64972860268314e-05,0.000663525078539703,0.000437752963802853,0.000117942320892366,9.83284169124877e-05
"C5orf62",0.00207054889769755,0.000415180970058125,0.000448582764413625,0.000193330820848404,1.04164062565103e-06,1.19604634918812e-05,4.99395412787498e-05,0.00109097719717189
"SPOCD1",0.000294692075672302,0.000230656094476736,6.61257461486221e-05,7.34167674107864e-06,1.56246093847654e-05,2.63130196821387e-05,2.86886726494945e-05,0.00042608980662078
"EDN1",0.000109787243877917,0.000138393656686042,0.000309182542803017,0.000183541918526966,0.000101039140688149,2.63130196821387e-05,0.00109335719097518,0.000323079084141031
"TIE1",2.50391959721564e-05,0.000116684847794114,8.04232047753512e-05,0.000144386309241213,1.04164062565103e-06,4.54497612691487e-05,0.000207195969135238,1.4046916701784e-05
"SPRY4",0.000194535291783677,0.000154675263354988,0.000720234478321478,0.000115019602276899,3.12492187695308e-06,3.58813904756437e-05,0.000576961083284279,0.000501006695696961
"MCM10",1.92609199785819e-06,0.000154675263354988,0.000166207956535726,4.64972860268314e-05,5.20820312825513e-06,0.000514299930150893,0.000139193189521622,7.02345835089198e-05
"SLCO1C1",5.77827599357456e-06,0.0002415104989227,0.000323480001429746,8.0758444151865e-05,0.000603109922251944,0.000566925969515171,0.000147693536973324,0.000135786861450578
"SDR16C5",1.92609199785819e-06,2.71360111149102e-06,1.78718232834114e-06,8.0758444151865e-05,0.000201036640750648,1.67446488886337e-05,1.16879777460904e-05,2.34115278363066e-05
"LOC375295",6.74132199250365e-05,2.71360111149102e-06,0.000180505415162455,2.44722558035955e-06,3.85407031490879e-05,0.000303795772693783,4.78144544158242e-05,0.000154516083719624
"ONECUT2",8.66741399036184e-05,2.71360111149102e-06,1.78718232834114e-06,1.22361279017977e-05,8.85394531803372e-05,0.000538220857134656,3.29388463753456e-05,1.4046916701784e-05
"GPR124",6.74132199250365e-05,5.15584211183293e-05,0.000101869392715445,2.20250302232359e-05,4.2707265651692e-05,6.93706882529112e-05,0.000260323140708376,3.27761389708292e-05
"ABCC3",0.0001059350598822,0.00013296645446306,0.000205525967759231,7.34167674107864e-06,9.37476563085923e-06,5.50181320626537e-05,3.29388463753456e-05,0.000678934307252891
"PCSK1",0.00103816358684556,0.00056171543007864,1.78718232834114e-06,0.000188436369687685,0.00078227210986392,0.000499947373960636,4.78144544158242e-05,0.000472912862293393
"HSPG2",5.58566679378874e-05,4.61312188953473e-05,3.03820995817993e-05,4.16028348661123e-05,1.14580468821613e-05,9.80758006334261e-05,0.000232697011490345,0.00010769302804701
"CXorf36",5.2004483942171e-05,0.000100403241125168,0.000119741215998856,0.000115019602276899,4.89571094055982e-05,7.89390590464162e-05,0.000602462125639386,3.27761389708292e-05
"AEBP1",0.000756954155158267,2.71360111149102e-06,0.00112413768452658,0.000100336248794741,7.29148437955718e-06,2.39209269837625e-06,0.000270948575023004,0.000201339139392237
"UNC80",9.05263238993347e-05,8.95488366792035e-05,6.25513814919398e-05,0.000413581123080763,0.000744773047340483,0.000576494340308676,3.50639332382711e-05,0.00028562063960294
"KCNQ2",0.000186830923792244,6.24128255642934e-05,0.000327054366086428,7.58639929911459e-05,2.81242968925777e-05,0.000791782683162538,2.6563585786569e-05,0.000416725195486257
"LOC100507460",0.000125195979860782,1.35680055574551e-05,1.78718232834114e-06,2.44722558035955e-06,0.000421864453388665,0.00176297231870329,0.00177338498711135,9.83284169124877e-05
"KDELR3",0.000132900347852215,6.24128255642934e-05,0.000123315580655538,2.44722558035955e-06,4.89571094055982e-05,7.89390590464162e-05,0.000536584432888694,0.000238797583930327
"CHST9",0.000144456899839364,4.07040166723652e-05,0.000369946741966615,2.6919481383955e-05,4.062398440039e-05,0.000255953918726258,4.14391938270477e-05,4.68230556726132e-06
"FREM2",0.00014830908383508,0.000485734598956892,0.00122421989491368,2.44722558035955e-06,4.68738281542961e-05,0.000523868300944398,1.06254343146276e-06,0.00287025331273119
"NGEF",7.12654039207529e-05,8.14080333447305e-06,1.96590056117525e-05,0.000247169783616314,0.000134371640708982,8.37232444431687e-05,7.43780402023933e-06,4.21407501053519e-05
"LBH",0.000475744723470972,0.000176384072246916,4.11051935518462e-05,0.000124808504598337,7.39564844212228e-05,0.000528652486341151,0.00190089019888688,0.000238797583930327
"LINC00152",0.000745397603171118,0.000784230721220903,0.000509346963577224,1.22361279017977e-05,0.000230202578268877,7.17627809512874e-06,0.00287205489524384,0.000416725195486257
"SYT7",6.74132199250365e-05,6.24128255642934e-05,3.39564642384816e-05,0.000389108867277168,0.000146871328216795,7.89390590464162e-05,3.50639332382711e-05,2.34115278363066e-05
"BUB1",2.118701197644e-05,0.00018723847669288,0.000201951603102549,3.18139325446741e-05,1.04164062565103e-06,0.00094966080125537,0.000190195274231834,0.000145151472585101
"SLIT1",0.000121343795865066,2.98496122264012e-05,0.000277013260892876,0.000491892341652269,4.68738281542961e-05,0.000212896250155486,2.86886726494945e-05,7.95991946434424e-05
"ARHGAP29",0.000313952995650884,0.000659405070092317,6.97001108053044e-05,4.16028348661123e-05,0.000440613984650384,0.000284659031106773,0.00339057608979767,0.000201339139392237
"KSR2",5.58566679378874e-05,5.15584211183293e-05,4.82539228652107e-05,0.000394003318437887,7.81230469238269e-05,1.67446488886337e-05,4.14391938270477e-05,7.02345835089198e-05
"GLRB",0.000390996675565212,0.000127539252240078,8.04232047753512e-05,0.000394003318437887,0.00135934101647459,0.000595631081895686,1.80632383348669e-05,0.00038863136208269
"KRBOX1",0.000129048163856498,4.61312188953473e-05,0.000334203095399793,0.00010523069995546,2.18744531386715e-05,0.000222464620948991,0.000141318276384547,6.08699723743971e-05
"ARHGDIB",5.58566679378874e-05,0.00268375149926461,0.00092754762840905,0.000604464718348808,0.000148954609468097,1.19604634918812e-05,0.00487176163325676,0.000547829751369574
"KCTD16",4.81522999464546e-05,5.15584211183293e-05,5.1828287521893e-05,7.34167674107864e-06,0.000238535703274085,0.000165054396187961,1.80632383348669e-05,7.95991946434424e-05
"C21orf62",0.000213796211762259,0.00188052557026327,0.00256460664116953,2.44722558035955e-06,2.18744531386715e-05,0.000361205997454813,8.81911048114092e-05,0.00427494498290958
"SLCO1A2",3.65957479593055e-05,0.00010583044334815,0.000123315580655538,0.000369531062634292,0.000251035390781897,0.000303795772693783,4.78144544158242e-05,9.83284169124877e-05
"DDX25",5.77827599357456e-06,5.15584211183293e-05,5.89770168352575e-05,0.000134597406919775,0.000155204453222003,0.000236817177139249,1.38130646090159e-05,1.4046916701784e-05
"MAPK8IP2",6.35610359293201e-05,2.71360111149102e-06,2.32333702684348e-05,0.000565309109063055,0.000123955234452472,6.93706882529112e-05,4.14391938270477e-05,0.000163880694854146
"TBX15",0.000163717819817946,5.15584211183293e-05,4.46795582085284e-05,6.60750906697078e-05,1.14580468821613e-05,0.000141133469204199,0.000249697706393749,4.68230556726132e-06
"PCDHA6",2.88913799678728e-05,0.000111257645571132,2.32333702684348e-05,3.67083837053932e-05,6.14567969134105e-05,1.67446488886337e-05,2.6563585786569e-05,0.00024816219506485
"SORCS3",0.000302396443663735,3.52768144493832e-05,5.89770168352575e-05,8.56528953125841e-05,0.000186453671991534,0.000299011587297031,1.80632383348669e-05,7.95991946434424e-05
"ENC1",4.43001159507383e-05,0.00082764833900476,0.000923973263752368,0.00281675664299384,0.00738627367649142,0.00222225411679153,0.000404829047387312,0.000547829751369574
"PRODH",1.73348279807237e-05,8.14080333447305e-06,0.000198377238445866,0.000232486430134157,5.52069531595043e-05,0.000102859986030179,3.50639332382711e-05,4.68230556726132e-06
"ANGPT1",7.89697719121856e-05,2.44224100034191e-05,0.000477177681667084,6.11806395089887e-05,0.000134371640708982,1.19604634918812e-05,0.000419704655427791,0.00138128014234209
"KCNIP2",4.43001159507383e-05,8.14080333447305e-06,3.39564642384816e-05,0.000286325392902067,8.64561719290351e-05,0.000160270210791209,1.80632383348669e-05,7.02345835089198e-05
"LOC154761",0.00066835392325679,7.32672300102574e-05,5.54026521785753e-05,3.67083837053932e-05,2.60410156412756e-05,0.000150701839997704,4.56893675528987e-05,7.95991946434424e-05
"CLU",0.0322716714241139,0.0223627867597975,0.110217321371126,0.102550987944967,0.0021822371107389,0.00804460774463932,1.59381514719414e-05,0.0506391347099312
"CPNE8",0.00093415461896122,0.000930765181241418,0.000527218786860636,0.000232486430134157,0.00116142929760089,1.19604634918812e-05,0.000602462125639386,0.000660205084983846
"PTP4A3",8.2821955907902e-05,9.49760389021855e-05,8.39975694320335e-05,2.44722558035955e-06,4.68738281542961e-05,8.37232444431687e-05,0.000321950659733217,7.95991946434424e-05
"MDGA2",4.81522999464546e-05,4.07040166723652e-05,3.03820995817993e-05,5.13917371875505e-05,0.000151037890719399,0.000643472935863211,4.78144544158242e-05,7.95991946434424e-05
"LIPG",0.000629832083299627,6.78400277872754e-05,0.000162633591879043,3.18139325446741e-05,3.22908593951818e-05,4.06655758723962e-05,4.78144544158242e-05,4.68230556726132e-06
"PEG10",0.000221500579753691,0.000100403241125168,1.78718232834114e-06,0.000447842281205797,0.000592693515995433,0.00457128914659701,5.84398887304519e-05,0.00229901203352531
"VIM",0.061390330247734,0.0259718762380805,0.0253082889516388,7.34167674107864e-06,0.000559361015974601,0.00529848532690339,0.0252067178245911,0.0307487006602051
"TSPAN7",0.00024461368372799,2.71360111149102e-06,0.00382278300032169,0.0106283006955015,0.00798417539561511,0.00362402043804001,0.000336826267773695,0.00198997986608606
"SLC2A3",0.00549899265388512,0.000529152216740748,3.75308288951639e-05,0.000717037095045347,0.000355199453347,2.39209269837625e-06,0.000298574704241036,0.000163880694854146
"PRF1",4.04479319550219e-05,5.15584211183293e-05,5.89770168352575e-05,1.22361279017977e-05,1.14580468821613e-05,5.98023174594062e-05,0.000222071577175717,6.08699723743971e-05
"CNTN4",5.2004483942171e-05,8.95488366792035e-05,6.97001108053044e-05,1.22361279017977e-05,0.000632275859770172,0.000117212542220436,7.75656704967816e-05,0.000182609917123191
"SCG2",0.00465921654281895,0.000979610001248257,0.00228223183329163,0.000854081727545482,0.00176141429797588,0.00094966080125537,1.06254343146276e-06,0.0114388725008194
"RAPGEF5",7.89697719121856e-05,7.32672300102574e-05,3.39564642384816e-05,0.000614253620670246,0.000636442422272777,0.000351637626661308,0.000506833216807737,5.15053612398745e-05
"ADAMTS5",0.0001059350598822,0.000317491330044449,0.000123315580655538,7.34167674107864e-06,5.72902344108064e-05,0.000418616222215843,0.00111673314646736,0.000379266750948167
"PEG3-AS1",8.66741399036184e-05,8.14080333447305e-06,0.000112592486685492,0.000266747588259191,3.64574218977859e-05,0.000150701839997704,3.71890201011966e-05,3.27761389708292e-05
"AFAP1L1",0.000441075067509525,4.07040166723652e-05,0.000387818565250027,1.71305790625168e-05,3.22908593951818e-05,8.37232444431687e-05,0.000555710214655024,0.000163880694854146
"PHLDB2",0.000144456899839364,4.61312188953473e-05,1.78718232834114e-06,9.05473464733032e-05,6.97899219186187e-05,0.000136349283807446,0.0006619645578013,2.34115278363066e-05
"CHRDL1",8.66741399036184e-05,1.35680055574551e-05,5.36154698502341e-06,0.000227591978973438,0.000176037265735023,0.000241601362536001,2.86886726494945e-05,6.08699723743971e-05
"SYBU",0.000240761499732273,2.71360111149102e-06,0.000112592486685492,0.00101070416468849,0.000586443672241527,0.000356421812058061,3.08137595124201e-05,0.000294985250737463
"HOXC10",0.000113639427873633,2.98496122264012e-05,0.000112592486685492,2.44722558035955e-06,1.04164062565103e-06,0.000236817177139249,2.44384989236435e-05,3.27761389708292e-05
"KCNJ2",0.000317805179646601,0.000708249890099155,0.000316331272116381,0.00010523069995546,0.000413531328383457,0.000404263666025586,0.00357758373373512,0.000369902139813644
"GBP1",0.00151198221831868,0.00130524213462718,0.00364406476748758,0.000129702955759056,1.97911718873695e-05,0.000279874845710021,0.000825596246246565,4.21407501053519e-05
"KCTD8",4.04479319550219e-05,0.00010583044334815,0.000105443757372127,2.20250302232359e-05,0.000288534453305334,9.80758006334261e-05,2.01883251977925e-05,8.89638057779651e-05
"HOXA5",0.000186830923792244,2.98496122264012e-05,0.000134038674625585,1.71305790625168e-05,1.04164062565103e-06,0.000303795772693783,2.6563585786569e-05,4.21407501053519e-05
"ADAMTS1",0.000756954155158267,0.000990464405694221,3.39564642384816e-05,0.00011012515111618,7.60397656725248e-05,1.19604634918812e-05,0.00118261083921805,0.000191974528257714
"CCDC152",0.000911041514986922,0.000675686676761263,0.000995460556886014,1.22361279017977e-05,0.000519778672199862,0.00244232664504215,0.0001540687975621,0.00139064475347661
"DBX2",4.04479319550219e-05,0.000170956870023934,0.000266290166922829,1.71305790625168e-05,0.000113538828195962,0.000169838581584714,3.29388463753456e-05,7.02345835089198e-05
"PCDHGC3",0.000506562195436703,0.000702822687876173,0.00637487936519284,0.00143652141567105,3.12492187695308e-06,0.000801351053956043,0.000177444753054281,0.00264550264550265
